시도,"더불어민주당
이재명","국민의힘
윤석열","정의당
심상정","기본소득당
오준호","국가혁명당 
허경영","노동당
이백윤","새누리당
옥은호","신자유민주연합
김경재","우리공화당
조원진","진보당
김재연","통일한국당
이경희","한류연합당
김민찬"
인천광역시,479,504,33,2,9,0,0,1,3,0,1,1
인천광역시,571,772,45,2,11,1,1,0,1,0,0,1
인천광역시,698,868,42,2,19,0,0,0,1,0,2,1
인천광역시,331,372,19,0,16,0,0,0,2,1,0,0
인천광역시,457,516,40,2,13,1,0,0,1,2,0,0
인천광역시,2413,2201,122,4,27,1,1,2,2,5,0,1
인천광역시,503,601,32,1,13,1,0,0,3,1,0,0
인천광역시,575,667,39,1,16,0,1,0,0,1,0,0
인천광역시,566,751,42,1,15,0,0,0,0,3,0,2
인천광역시,292,343,11,1,11,1,0,0,0,2,0,2
인천광역시,366,465,21,0,14,0,0,1,0,0,1,0
인천광역시,292,363,12,1,8,0,2,0,1,0,0,0
인천광역시,2660,2594,144,2,14,3,0,1,0,6,3,1
인천광역시,588,801,37,1,8,0,0,3,0,0,0,0
인천광역시,684,798,57,1,18,0,1,4,1,0,0,0
인천광역시,572,724,41,0,22,2,0,1,5,2,0,0
인천광역시,576,563,39,0,8,0,0,1,4,1,0,0
인천광역시,592,751,40,1,10,1,0,0,1,3,0,1
인천광역시,241,404,16,0,10,1,0,0,1,0,0,0
인천광역시,2050,1780,91,0,14,0,1,1,5,1,0,4
인천광역시,613,723,39,0,6,1,0,0,2,0,0,1
인천광역시,521,633,60,0,18,1,1,0,0,0,0,0
인천광역시,550,635,52,1,10,0,0,0,0,2,0,0
인천광역시,292,423,12,2,13,0,1,0,3,3,1,1
인천광역시,555,600,47,0,7,0,1,1,0,6,0,2
인천광역시,2543,2435,115,5,25,1,0,0,4,1,5,2
인천광역시,579,734,42,0,18,0,0,0,5,0,1,1
인천광역시,503,608,37,0,8,0,0,1,0,0,1,0
인천광역시,629,688,41,2,12,0,0,0,3,0,0,1
인천광역시,623,728,49,0,15,0,0,0,0,0,3,1
인천광역시,580,639,40,0,18,1,0,0,2,0,1,1
인천광역시,560,632,35,2,15,0,0,0,2,1,0,1
인천광역시,347,583,26,1,19,0,0,0,2,1,0,1
인천광역시,2696,2247,122,5,15,3,0,1,0,5,0,0
인천광역시,618,732,45,1,12,1,0,0,3,1,1,0
인천광역시,837,811,65,0,11,0,0,0,0,1,1,1
인천광역시,536,658,44,0,11,0,0,1,3,0,1,1
인천광역시,755,871,63,2,8,2,0,1,0,1,1,1
인천광역시,309,296,27,0,4,0,0,0,0,0,0,0
인천광역시,1238,1404,90,1,16,1,0,1,0,0,1,2
인천광역시,2868,2273,141,4,24,2,0,0,4,5,0,1
인천광역시,527,618,49,0,11,0,0,0,0,1,1,0
인천광역시,715,796,45,2,10,0,0,0,2,0,0,1
인천광역시,695,771,72,3,6,0,0,0,3,0,0,1
인천광역시,801,977,53,2,8,1,0,2,1,0,0,0
인천광역시,2834,2449,120,0,10,0,0,1,2,1,1,1
인천광역시,515,787,51,0,5,0,0,2,0,4,0,0
인천광역시,686,740,42,1,12,1,0,0,1,1,0,0
인천광역시,741,897,51,1,8,1,0,1,0,5,0,0
인천광역시,609,723,50,2,6,0,1,1,0,1,0,1
인천광역시,3753,3717,133,4,14,0,1,0,1,4,0,1
인천광역시,745,788,66,1,2,0,0,0,1,1,0,0
인천광역시,596,1023,38,1,8,0,0,1,0,0,1,0
인천광역시,679,783,46,0,8,0,1,1,3,0,1,0
인천광역시,613,867,56,0,9,0,0,0,0,0,1,0
인천광역시,916,1447,63,1,9,2,0,0,0,1,0,0
인천광역시,912,1167,72,1,13,2,0,0,1,4,0,1
인천광역시,731,1479,47,1,9,2,1,0,4,1,0,1
인천광역시,3820,4216,130,2,15,1,0,1,1,3,0,1
인천광역시,581,719,36,0,4,0,0,0,1,0,0,0
인천광역시,696,1160,42,1,12,0,0,0,0,0,0,1
인천광역시,619,1294,35,0,5,0,0,0,1,0,1,0
인천광역시,552,726,42,1,5,0,0,0,1,1,0,0
인천광역시,642,987,40,0,5,0,0,0,0,1,0,0
인천광역시,727,1115,56,1,7,0,0,0,4,0,0,0
인천광역시,563,1114,45,1,7,0,0,0,1,1,0,0
인천광역시,4758,4659,250,3,12,1,1,0,1,1,1,2
인천광역시,726,1078,68,1,11,0,0,0,0,0,1,0
인천광역시,818,921,56,0,8,0,0,0,2,0,0,1
인천광역시,801,1241,50,2,10,0,0,0,3,0,0,0
인천광역시,623,956,56,0,7,0,0,0,0,1,0,0
인천광역시,956,1258,64,0,7,1,0,0,0,0,0,0
인천광역시,540,657,52,2,10,0,0,0,1,0,0,0
인천광역시,827,966,58,1,12,0,0,1,0,1,2,1
인천광역시,470,585,49,1,4,0,0,0,0,1,0,1
인천광역시,1166,1572,91,0,12,0,0,0,0,1,1,0
인천광역시,2586,2593,124,2,17,1,0,1,1,1,1,2
인천광역시,493,822,36,2,9,1,1,0,1,1,0,0
인천광역시,595,1089,42,0,3,0,0,1,1,0,0,0
인천광역시,578,816,42,0,4,0,0,0,1,0,0,1
인천광역시,834,1188,41,0,6,1,0,0,2,0,0,0
인천광역시,694,1198,52,0,8,0,0,0,0,1,1,0
인천광역시,3534,3504,173,2,19,1,0,0,0,3,0,1
인천광역시,765,1050,54,0,14,0,0,0,1,0,0,1
인천광역시,837,1266,60,0,7,0,0,0,2,2,0,0
인천광역시,952,1337,72,0,10,0,0,0,1,2,0,1
인천광역시,975,1258,71,1,13,0,1,0,0,0,0,1
인천광역시,675,999,54,0,9,0,0,0,1,0,0,0
인천광역시,682,1051,42,0,8,0,2,0,1,0,0,0
인천광역시,627,781,45,1,7,0,0,1,0,0,0,0
인천광역시,4189,3453,198,3,37,1,2,1,0,7,2,2
인천광역시,588,698,38,1,18,1,1,3,1,1,0,0
인천광역시,620,577,48,1,14,2,0,0,2,1,1,0
인천광역시,536,563,39,0,17,1,2,0,2,4,0,0
인천광역시,641,697,62,0,10,0,1,1,2,0,0,0
인천광역시,892,888,59,1,12,0,0,1,1,1,0,0
인천광역시,784,680,59,0,7,0,0,0,1,1,0,0
인천광역시,865,890,54,0,10,0,0,0,0,1,1,1
인천광역시,4666,3866,212,3,40,5,1,0,2,3,2,4
인천광역시,642,679,43,0,11,0,1,0,0,0,0,0
인천광역시,918,957,55,2,9,1,1,0,1,1,0,0
인천광역시,731,936,53,0,7,1,0,0,2,0,0,0
인천광역시,807,944,49,1,8,1,0,0,1,1,0,1
인천광역시,845,940,51,0,15,0,0,0,2,0,0,0
인천광역시,858,1027,61,2,15,2,1,1,5,1,1,2
인천광역시,514,639,29,1,14,0,0,0,0,1,0,0
인천광역시,2368,1743,119,4,34,1,0,1,1,4,3,2
인천광역시,619,630,36,0,26,0,0,0,1,0,0,0
인천광역시,652,671,52,1,28,1,0,1,1,2,0,1
인천광역시,641,904,33,0,27,1,1,0,3,1,0,2
인천광역시,1052,940,82,2,16,0,0,0,0,1,0,0
인천광역시,895,842,70,2,21,0,0,1,0,0,1,0
인천광역시,798,821,56,0,21,0,0,0,0,4,0,1
인천광역시,1781,1399,91,7,23,0,1,3,0,4,1,2
인천광역시,443,468,22,1,15,0,1,0,0,2,1,2
인천광역시,421,506,26,0,16,0,0,0,0,0,0,1
인천광역시,480,479,24,0,25,1,0,1,0,1,0,0
인천광역시,424,495,34,1,9,0,0,0,1,0,0,0
인천광역시,426,427,27,1,12,0,0,0,0,1,0,1
인천광역시,2750,2258,123,3,15,0,1,1,0,2,0,2
인천광역시,731,785,55,2,25,0,0,1,0,0,0,0
인천광역시,709,790,40,0,29,1,2,0,2,2,0,3
인천광역시,798,809,38,2,18,1,0,0,1,3,0,0
인천광역시,735,930,57,2,8,1,0,0,1,4,0,1
인천광역시,478,508,38,1,11,0,0,1,0,1,3,1
인천광역시,1885,1758,72,1,32,0,1,1,3,6,2,0
인천광역시,582,733,44,1,16,1,0,0,3,2,1,0
인천광역시,637,707,31,2,23,0,0,0,2,0,0,0
인천광역시,817,1101,65,0,9,0,0,0,1,4,0,0
인천광역시,705,879,46,0,8,0,0,1,1,2,0,0
인천광역시,635,758,40,0,4,0,1,0,3,0,0,1
인천광역시,2735,2033,114,5,47,1,0,0,4,9,1,1
인천광역시,926,879,64,3,42,0,0,0,1,1,1,1
인천광역시,976,1011,63,0,17,0,1,0,1,0,1,2
인천광역시,605,573,32,0,31,0,1,1,7,3,1,3
인천광역시,644,741,52,0,12,0,0,1,1,1,1,0
인천광역시,974,891,61,1,37,1,0,1,0,2,0,0
인천광역시,331,384,21,1,14,0,2,2,1,2,0,0
인천광역시,2404,2083,108,4,25,2,0,0,2,7,0,2
인천광역시,488,552,32,2,15,0,0,0,7,0,0,1
인천광역시,1185,1110,76,2,28,0,0,0,4,1,1,2
인천광역시,737,985,57,1,25,0,0,0,4,3,0,1
인천광역시,676,769,56,0,10,1,0,0,2,1,0,2
인천광역시,789,612,45,0,17,0,1,1,1,3,1,0
인천광역시,895,925,58,2,19,0,0,2,0,2,0,2
인천광역시,2197,1865,121,2,32,1,0,1,0,2,0,2
인천광역시,543,620,47,1,24,0,0,1,3,2,0,0
인천광역시,716,779,53,1,23,0,0,0,6,1,1,0
인천광역시,543,600,55,1,30,0,0,0,2,2,1,1
인천광역시,443,533,19,0,19,1,1,1,1,1,0,2
인천광역시,470,483,41,2,13,0,1,1,2,1,0,2
인천광역시,3259,2304,145,7,27,1,1,1,0,3,1,4
인천광역시,628,464,45,1,13,1,0,1,0,3,0,0
인천광역시,701,661,35,2,21,1,0,1,2,1,0,1
인천광역시,718,779,53,0,6,0,2,0,4,2,1,0
인천광역시,498,435,27,0,17,0,0,0,3,2,0,0
인천광역시,774,742,56,0,12,1,0,5,0,1,0,1
인천광역시,957,889,41,3,7,0,0,0,4,1,0,0
인천광역시,2254,1868,96,3,20,0,1,2,1,5,1,1
인천광역시,829,767,67,1,16,0,0,0,1,1,0,2
인천광역시,433,369,24,2,18,0,0,0,0,3,0,1
인천광역시,634,619,36,0,18,0,1,0,1,1,0,0
인천광역시,1136,1100,68,2,15,0,0,1,0,3,0,0
인천광역시,3055,2698,131,3,18,5,0,3,2,4,0,1
인천광역시,394,483,26,1,11,0,0,0,1,2,0,0
인천광역시,533,620,64,1,12,0,0,1,1,1,0,0
인천광역시,516,588,49,0,12,1,0,0,3,1,1,0
인천광역시,630,677,54,0,12,3,0,1,0,2,0,0
인천광역시,437,560,28,0,15,0,0,0,0,0,0,1
인천광역시,402,506,45,0,11,1,0,1,1,2,0,1
인천광역시,1933,1603,86,2,27,2,0,0,1,2,2,4
인천광역시,585,558,24,0,25,0,0,0,1,2,0,1
인천광역시,675,711,49,1,19,0,0,2,0,2,0,1
인천광역시,555,591,35,2,21,0,0,0,0,0,0,0
인천광역시,660,655,43,2,15,0,0,0,1,1,1,1
인천광역시,3164,2554,174,11,35,1,2,0,2,4,0,1
인천광역시,577,653,27,1,14,0,0,0,2,0,1,0
인천광역시,711,687,34,4,8,0,0,0,1,1,0,1
인천광역시,674,692,43,1,16,1,1,0,1,0,0,1
인천광역시,836,871,72,1,17,0,0,2,0,1,0,1
인천광역시,778,782,51,1,17,0,0,0,4,2,0,5
인천광역시,615,917,60,1,15,0,0,0,0,0,0,0
인천광역시,2641,2096,111,1,21,1,1,0,2,1,0,1
인천광역시,825,934,47,0,14,0,0,0,3,1,2,3
인천광역시,26,110,5,1,0,0,0,0,0,0,0,0
인천광역시,904,1144,70,0,20,1,1,0,3,0,1,0
인천광역시,547,580,35,2,9,0,0,0,6,0,0,1
인천광역시,558,643,35,1,7,0,0,1,2,1,0,0
인천광역시,1833,1602,97,2,27,1,1,4,3,3,3,1
인천광역시,372,383,25,1,24,1,1,0,0,1,0,2
인천광역시,579,529,52,4,18,0,0,0,0,3,0,0
인천광역시,738,768,41,2,23,0,0,1,0,5,1,1
인천광역시,1056,984,63,3,23,0,0,0,4,3,1,0
인천광역시,788,814,48,0,8,0,0,0,4,3,1,1
인천광역시,63,162,3,0,1,0,0,0,0,0,0,0
인천광역시,3924,3067,165,4,36,0,0,0,6,10,2,2
인천광역시,603,517,41,1,16,0,0,1,1,4,0,0
인천광역시,770,742,41,1,15,0,0,1,1,1,0,0
인천광역시,1216,1185,85,1,27,1,0,0,3,3,1,0
인천광역시,497,574,29,1,15,0,1,0,2,1,0,0
인천광역시,579,563,28,0,20,0,0,0,1,3,0,1
인천광역시,879,776,58,2,5,0,0,0,1,1,0,0
인천광역시,663,719,40,1,11,0,0,0,1,1,0,0
인천광역시,3848,2960,148,4,42,2,1,0,6,6,2,2
인천광역시,553,579,24,1,20,0,0,0,5,2,0,0
인천광역시,527,669,40,1,8,0,0,0,2,0,0,0
인천광역시,513,738,37,0,15,1,0,1,2,1,0,0
인천광역시,1140,983,71,0,27,1,2,2,1,2,0,1
인천광역시,1146,1047,79,1,28,0,0,2,4,7,0,3
인천광역시,684,652,41,0,14,0,0,1,1,1,1,1
인천광역시,727,696,63,2,15,0,0,0,0,2,1,0
인천광역시,333,403,18,1,7,0,0,0,0,0,1,0
인천광역시,5227,3937,197,5,37,2,1,1,4,4,3,2
인천광역시,734,699,40,0,12,0,1,0,3,0,0,2
인천광역시,975,856,56,1,22,0,1,0,4,3,1,1
인천광역시,1032,1019,74,0,14,0,0,0,0,3,1,0
인천광역시,945,849,56,0,12,0,0,0,1,0,0,0
인천광역시,1008,1542,66,4,16,0,0,0,2,2,0,1
인천광역시,1026,935,78,0,8,0,1,0,1,2,0,1
인천광역시,740,722,37,0,4,0,0,0,3,2,0,0
인천광역시,82,152,5,0,2,0,0,0,0,0,0,0
인천광역시,4933,3347,203,1,41,1,1,0,3,4,2,3
인천광역시,810,811,63,0,14,2,0,0,1,1,0,1
인천광역시,583,652,33,2,18,0,2,0,4,0,0,0
인천광역시,1223,812,77,1,17,0,0,1,1,1,1,0
인천광역시,1145,956,69,0,15,0,0,0,2,0,0,0
인천광역시,682,555,40,0,8,0,0,0,6,2,0,1
인천광역시,954,865,54,2,17,0,0,0,2,0,0,1
인천광역시,380,345,24,0,1,0,0,0,0,1,1,0
인천광역시,949,882,59,1,10,1,0,0,1,2,0,0
인천광역시,4460,3717,234,6,54,3,0,0,2,6,1,1
인천광역시,532,643,48,1,12,0,2,1,1,0,0,0
인천광역시,863,688,63,2,20,0,2,0,0,1,0,0
인천광역시,653,964,51,0,9,1,0,0,1,3,0,1
인천광역시,648,974,47,0,17,0,0,1,1,3,0,0
인천광역시,831,822,50,2,8,1,0,1,1,0,0,1
인천광역시,798,877,61,0,14,0,0,1,0,2,0,2
인천광역시,828,851,66,1,27,0,0,0,1,0,1,2
인천광역시,535,522,38,0,21,1,0,0,1,0,0,0
인천광역시,1798,1441,74,1,25,2,0,0,0,7,1,0
인천광역시,645,641,39,2,18,0,0,2,5,2,0,0
인천광역시,695,627,50,1,22,0,0,0,2,4,2,1
인천광역시,448,412,35,2,14,0,0,0,1,5,0,1
인천광역시,650,578,33,1,27,0,1,2,2,0,0,1
인천광역시,1861,1490,92,5,21,2,0,1,4,4,1,0
인천광역시,580,671,38,1,16,0,0,1,1,1,0,0
인천광역시,837,786,78,1,24,1,1,1,2,4,1,2
인천광역시,441,532,30,1,11,1,0,0,3,1,1,0
인천광역시,4706,3117,259,0,45,2,0,1,1,6,2,3
인천광역시,498,530,36,0,19,1,0,0,1,1,0,1
인천광역시,914,733,50,0,21,1,0,0,0,1,1,2
인천광역시,698,723,45,1,6,0,0,0,0,2,0,1
인천광역시,662,675,36,0,14,1,1,0,2,3,1,0
인천광역시,777,724,35,0,23,1,0,0,4,0,0,0
인천광역시,795,628,50,4,17,0,0,0,2,1,0,1
인천광역시,848,728,62,0,24,0,1,0,4,1,1,0
인천광역시,640,510,30,1,20,0,0,0,3,0,0,1
인천광역시,630,493,31,1,20,0,1,0,1,1,0,0
인천광역시,2976,1859,102,2,26,2,0,1,0,4,1,2
인천광역시,415,339,30,0,15,0,0,1,4,1,0,1
인천광역시,730,526,44,1,23,0,0,0,1,1,0,0
인천광역시,1108,974,50,1,38,0,0,0,4,0,1,0
인천광역시,889,684,47,2,31,0,0,0,2,2,0,3
인천광역시,930,756,43,1,31,0,0,0,2,3,2,0
인천광역시,840,632,44,1,29,0,0,0,5,1,1,1
인천광역시,686,480,40,0,10,0,0,0,2,1,2,0
인천광역시,2146,1540,107,3,28,4,0,0,3,3,0,0
인천광역시,541,522,36,1,13,0,0,0,0,2,1,0
인천광역시,508,467,31,2,6,0,1,0,0,2,0,0
인천광역시,552,491,34,0,10,0,1,0,5,1,1,0
인천광역시,843,797,56,0,22,1,0,0,1,1,0,1
인천광역시,1440,1212,86,0,12,0,0,0,1,7,0,3
인천광역시,345,400,30,2,7,0,0,0,0,0,0,0
인천광역시,620,701,41,2,11,1,0,0,1,5,0,0
인천광역시,467,533,38,0,11,0,0,0,3,0,0,0
인천광역시,492,545,26,0,7,0,0,0,3,1,0,1
인천광역시,3037,2370,146,0,18,0,0,0,0,3,1,2
인천광역시,773,767,69,2,14,0,0,2,0,1,0,0
인천광역시,714,652,49,1,8,0,0,1,1,0,0,0
인천광역시,957,1083,60,1,13,1,1,2,1,0,1,0
인천광역시,959,1041,62,1,5,1,0,0,3,2,0,0
인천광역시,971,997,63,0,19,0,1,0,6,2,2,1
인천광역시,1107,990,66,1,22,1,0,1,2,4,0,0
인천광역시,2451,2395,108,2,18,0,0,1,4,10,0,3
인천광역시,723,873,52,1,9,1,0,1,2,1,0,0
인천광역시,830,1096,65,3,15,1,0,0,3,1,1,4
인천광역시,830,944,69,1,14,0,1,1,2,2,0,1
인천광역시,514,896,45,2,6,0,1,2,1,1,0,0
인천광역시,550,708,41,0,16,0,0,0,0,1,1,0
인천광역시,3222,2652,132,4,21,1,0,0,0,4,1,1
인천광역시,877,939,52,0,10,0,0,1,2,2,0,0
인천광역시,661,790,51,0,13,1,0,1,1,2,1,0
인천광역시,884,993,56,0,10,0,0,4,1,0,2,0
인천광역시,750,815,43,1,14,0,0,0,0,6,0,2
인천광역시,1138,879,55,0,7,1,0,1,0,3,0,1
인천광역시,456,413,27,1,10,0,0,1,4,2,0,1
인천광역시,523,534,36,1,10,1,0,0,0,0,0,1
인천광역시,2668,2064,115,4,26,4,1,2,0,2,1,1
인천광역시,872,750,33,2,21,0,0,0,0,3,0,2
인천광역시,891,877,75,0,18,1,0,1,1,1,0,1
인천광역시,685,761,54,1,10,1,0,0,2,3,0,1
인천광역시,770,684,50,1,20,0,0,0,0,0,0,0
인천광역시,747,726,41,0,9,0,0,0,1,0,1,0
인천광역시,816,699,55,0,13,0,0,0,2,0,2,1
인천광역시,766,725,35,0,13,1,0,2,1,1,0,0
인천광역시,709,739,48,3,20,0,0,0,3,6,1,3
인천광역시,2386,1730,98,8,20,2,0,0,1,5,5,2
인천광역시,398,422,31,0,17,0,0,0,0,0,0,0
인천광역시,801,753,58,0,17,1,0,0,5,2,0,0
인천광역시,767,747,54,2,21,1,0,1,1,1,0,4
인천광역시,715,636,50,1,22,0,0,0,2,1,0,1
인천광역시,2756,2302,121,1,27,1,0,0,0,1,3,2
인천광역시,810,918,60,1,10,0,0,0,2,3,1,0
인천광역시,619,640,43,3,14,0,1,0,1,1,1,0
인천광역시,583,710,31,0,12,0,0,5,0,1,0,1
인천광역시,752,989,48,2,23,1,0,0,1,1,0,0
인천광역시,4249,2835,152,5,45,2,0,0,1,6,1,2
인천광역시,785,632,47,0,19,0,0,3,2,0,0,1
인천광역시,659,687,39,1,16,0,0,0,2,0,0,0
인천광역시,655,608,29,2,22,1,0,3,2,1,0,2
인천광역시,572,444,40,2,11,0,2,0,0,0,0,1
인천광역시,460,520,27,0,21,0,0,2,5,1,1,2
인천광역시,1060,892,56,0,17,0,0,0,3,1,0,0
인천광역시,985,647,62,2,13,0,0,0,1,2,1,1
인천광역시,951,736,62,0,11,1,1,3,0,0,1,0
인천광역시,3886,2515,130,1,21,2,0,0,2,6,3,1
인천광역시,896,832,58,0,12,0,0,0,3,1,0,1
인천광역시,1088,787,81,0,9,0,0,0,2,0,1,0
인천광역시,662,786,33,1,8,0,0,2,0,0,0,0
인천광역시,677,684,43,2,12,1,0,1,3,2,2,2
인천광역시,909,965,64,0,5,2,0,0,2,0,2,0
인천광역시,838,787,59,0,10,0,0,1,0,1,0,0
인천광역시,2007,1722,74,4,32,1,0,0,4,4,2,0
인천광역시,610,607,52,0,19,0,0,0,4,1,0,1
인천광역시,835,822,48,3,16,0,1,1,5,2,1,1
인천광역시,496,579,27,0,9,0,0,0,1,0,1,0
인천광역시,526,525,20,2,18,0,0,0,1,0,1,1
인천광역시,2605,1910,145,4,21,2,0,0,1,10,1,1
인천광역시,981,996,55,1,21,0,0,0,0,0,0,2
인천광역시,760,818,53,0,10,1,0,1,2,0,0,0
인천광역시,925,882,67,0,8,1,1,0,2,2,0,0
인천광역시,661,718,46,0,16,0,0,2,5,0,1,0
인천광역시,4547,3228,211,4,35,3,0,0,2,10,1,1
인천광역시,672,664,53,3,23,0,0,0,4,1,0,0
인천광역시,537,522,38,4,13,1,0,0,2,1,0,0
인천광역시,879,731,64,0,10,2,2,0,3,0,1,2
인천광역시,764,718,44,0,16,0,0,0,2,3,0,0
인천광역시,945,1116,57,2,8,0,1,0,3,2,0,0
인천광역시,1010,879,83,1,10,1,0,0,2,1,0,0
인천광역시,849,864,56,0,16,0,1,0,4,2,1,3
인천광역시,1989,1515,90,2,40,1,0,0,2,2,0,1
인천광역시,660,710,45,1,13,0,0,0,3,1,1,1
인천광역시,715,717,36,2,19,2,0,0,2,1,1,0
인천광역시,560,656,50,0,7,1,0,0,2,0,1,1
인천광역시,1962,1682,59,1,27,1,1,1,2,3,1,6
인천광역시,722,813,28,0,18,1,2,2,3,0,0,0
인천광역시,900,848,74,3,23,1,1,1,0,1,0,1
인천광역시,752,702,50,2,14,2,0,0,0,2,1,0
인천광역시,1843,1595,79,3,26,2,1,0,8,1,1,2
인천광역시,530,605,30,1,14,0,0,1,2,3,0,2
인천광역시,684,714,37,1,27,0,0,1,0,0,1,2
인천광역시,835,844,46,1,19,0,0,0,5,0,1,0
인천광역시,722,837,36,0,30,0,1,2,3,1,4,3
인천광역시,796,973,54,1,6,0,1,0,2,0,0,1
인천광역시,3672,2556,139,4,35,1,1,2,3,4,2,2
인천광역시,670,717,56,1,15,0,0,1,1,2,0,1
인천광역시,473,487,23,0,15,0,0,0,0,0,0,0
인천광역시,711,751,55,0,17,0,0,0,2,1,0,2
인천광역시,652,601,42,0,14,0,0,0,5,0,1,0
인천광역시,739,716,49,0,14,0,0,0,2,1,0,1
인천광역시,734,697,42,0,16,0,0,1,1,2,0,0
인천광역시,897,690,46,0,8,0,0,1,2,1,1,1
인천광역시,2937,2188,109,3,31,1,1,1,2,6,0,1
인천광역시,621,609,46,0,19,0,0,0,0,3,0,1
인천광역시,839,714,39,2,21,0,0,0,3,3,1,1
인천광역시,1016,959,52,1,16,0,0,0,5,4,0,1
인천광역시,989,1063,51,2,15,0,0,1,4,1,1,1
인천광역시,719,675,33,0,21,0,0,0,2,0,1,1
인천광역시,1099,994,81,1,14,1,2,0,2,2,1,1
인천광역시,1926,1481,83,4,26,2,0,0,0,6,4,0
인천광역시,578,652,49,2,18,0,0,2,0,2,1,2
인천광역시,772,726,49,1,11,0,1,0,3,1,0,0
인천광역시,471,515,26,2,17,2,0,0,1,1,0,0
인천광역시,756,666,43,1,12,1,0,1,1,3,1,2
인천광역시,431,466,39,1,20,0,0,1,3,0,0,1
인천광역시,3330,2275,158,4,37,5,0,1,2,8,4,3
인천광역시,551,576,33,0,18,0,0,0,3,2,0,2
인천광역시,585,625,28,1,20,0,0,0,0,1,0,0
인천광역시,863,855,58,2,16,1,0,1,1,1,1,3
인천광역시,569,586,39,2,18,0,0,1,1,1,1,1
인천광역시,3264,2394,135,4,28,1,0,3,1,11,1,1
인천광역시,800,765,48,1,8,2,0,2,1,3,0,0
인천광역시,688,622,49,2,11,0,0,0,2,2,0,0
인천광역시,586,552,40,2,6,2,0,4,0,3,0,0
인천광역시,678,657,50,1,17,0,0,1,2,0,0,0
인천광역시,626,537,45,5,21,0,1,0,2,7,0,2
인천광역시,3915,2763,158,1,25,2,1,1,0,2,3,1
인천광역시,786,738,46,1,14,1,0,0,2,1,0,0
인천광역시,640,599,63,1,12,1,0,2,0,1,0,0
인천광역시,958,1164,65,0,12,0,0,0,1,1,0,0
인천광역시,1012,894,71,0,9,1,0,0,2,2,0,1
인천광역시,814,737,49,3,12,0,0,0,0,0,0,0
인천광역시,3258,2164,141,5,18,1,0,0,0,5,1,1
인천광역시,940,917,80,1,29,4,0,0,1,2,0,0
인천광역시,874,724,48,0,12,1,0,3,2,2,0,4
인천광역시,850,909,54,2,21,1,0,1,1,0,1,0
인천광역시,445,479,34,0,15,0,0,0,0,0,0,0
인천광역시,919,837,70,3,21,0,0,0,2,0,2,0
인천광역시,828,715,54,1,13,0,0,1,2,3,0,2
인천광역시,3009,2164,120,1,36,1,1,1,1,5,0,1
인천광역시,556,531,26,1,14,0,0,1,2,1,1,0
인천광역시,704,637,42,1,16,0,0,0,1,2,3,0
인천광역시,520,489,35,3,16,0,1,1,3,0,0,1
인천광역시,928,882,61,0,21,0,1,1,2,1,0,0
인천광역시,485,483,42,1,16,1,0,0,3,2,0,0
인천광역시,3011,2174,116,3,23,3,0,2,0,3,1,1
인천광역시,622,512,33,0,25,1,0,1,0,6,0,1
인천광역시,1073,877,45,1,10,1,0,1,2,3,0,0
인천광역시,668,737,49,0,11,2,0,0,0,0,0,0
인천광역시,1134,1087,75,0,14,1,2,1,2,3,0,4
인천광역시,1012,804,59,1,16,0,0,0,0,1,1,0
인천광역시,903,747,56,0,13,0,0,1,1,1,1,2
인천광역시,798,687,47,0,15,1,0,2,0,0,1,0
인천광역시,480,365,25,0,4,0,0,0,1,0,0,0
인천광역시,1707,1351,85,0,16,1,1,1,1,5,1,3
인천광역시,656,861,44,1,25,1,0,0,2,4,0,0
인천광역시,1046,925,63,1,19,0,1,1,4,8,0,1
인천광역시,1011,965,74,1,15,1,0,0,1,1,0,2
인천광역시,676,689,46,1,15,2,0,1,1,0,0,1
인천광역시,3936,2986,156,6,38,1,0,1,1,11,1,1
인천광역시,886,787,55,0,24,2,0,0,2,2,0,1
인천광역시,704,696,35,2,23,0,0,0,2,3,1,1
인천광역시,568,537,44,2,13,0,1,0,1,1,3,1
인천광역시,479,508,25,1,13,0,2,1,4,2,0,1
인천광역시,540,592,46,3,17,0,0,3,1,0,0,0
인천광역시,826,683,59,2,31,2,0,0,5,0,1,2
인천광역시,1201,861,83,0,23,1,0,1,2,2,0,0
인천광역시,899,803,56,1,8,0,0,1,0,7,1,1
인천광역시,3628,2112,137,2,43,3,0,2,0,3,2,0
인천광역시,667,548,48,1,19,0,0,0,1,1,1,0
인천광역시,75,129,2,0,5,0,0,0,0,0,0,0
인천광역시,956,745,64,4,23,0,1,0,0,2,0,0
인천광역시,928,668,47,0,22,0,2,0,5,1,0,0
인천광역시,897,630,57,1,13,0,0,1,1,2,1,0
인천광역시,816,773,54,1,7,0,0,1,1,2,2,0
인천광역시,4364,2880,200,4,36,2,2,1,3,4,1,0
인천광역시,788,866,69,3,11,1,0,0,0,1,1,0
인천광역시,20,62,2,0,1,0,0,0,0,0,0,0
인천광역시,980,831,45,0,34,0,0,1,0,2,0,0
인천광역시,763,710,53,1,2,1,1,0,4,0,1,0
인천광역시,955,806,64,3,19,0,0,0,4,0,1,0
인천광역시,783,703,57,1,12,0,1,0,0,2,0,1
인천광역시,763,555,46,2,16,0,0,0,0,0,0,1
인천광역시,963,765,49,0,12,0,0,0,3,0,1,1
인천광역시,743,577,47,1,18,0,1,1,0,1,0,2
