시도,"더불어민주당
이재명","국민의힘
윤석열","정의당
심상정","기본소득당
오준호","국가혁명당 
허경영","노동당
이백윤","새누리당
옥은호","신자유민주연합
김경재","우리공화당
조원진","진보당
김재연","통일한국당
이경희","한류연합당
김민찬"
경기도,715,717,42,1,12,1,0,0,0,0,0,0
경기도,758,614,51,1,1,0,0,0,1,0,0,1
경기도,770,746,36,2,19,2,0,1,0,0,1,0
경기도,514,427,23,0,8,0,0,2,4,0,0,0
경기도,658,601,45,2,7,2,0,1,2,2,0,0
경기도,849,812,48,0,12,0,1,1,2,0,0,1
경기도,512,521,36,0,8,0,0,0,3,1,0,1
경기도,832,840,41,0,8,1,0,0,0,1,0,1
경기도,7237,5268,226,6,55,3,2,1,3,12,4,5
경기도,658,640,25,1,16,0,1,2,4,5,0,0
경기도,465,461,19,1,12,0,1,0,6,3,0,1
경기도,748,573,45,2,14,1,1,1,0,1,1,2
경기도,916,751,39,1,15,0,0,1,2,2,1,1
경기도,604,612,28,0,12,0,0,0,5,0,0,0
경기도,1011,958,50,2,6,0,1,0,5,4,0,1
경기도,528,522,32,1,15,0,0,0,5,0,0,0
경기도,638,601,39,2,16,0,1,0,2,0,1,0
경기도,904,932,72,1,13,0,0,1,0,0,0,0
경기도,549,488,24,0,11,1,0,0,1,0,0,0
경기도,801,790,55,3,13,0,0,0,2,1,1,2
경기도,706,920,35,1,8,0,0,0,1,0,0,0
경기도,1270,973,77,2,15,0,0,0,1,2,0,2
경기도,10987,6896,369,8,69,3,0,1,3,13,2,3
경기도,622,588,44,2,15,0,0,0,1,0,1,1
경기도,642,573,30,2,14,0,0,0,0,1,0,1
경기도,629,536,39,1,10,0,0,0,2,0,1,0
경기도,655,501,27,0,16,0,0,1,1,4,2,1
경기도,933,798,57,0,10,0,0,0,0,2,0,1
경기도,617,550,35,1,5,0,0,0,1,0,0,0
경기도,725,732,40,0,14,0,0,1,5,1,0,1
경기도,865,818,44,1,11,0,0,0,1,2,0,1
경기도,925,931,62,1,3,1,0,1,0,0,0,1
경기도,932,800,62,1,12,0,0,0,1,1,0,1
경기도,1091,993,59,3,13,0,0,1,0,2,1,3
경기도,823,738,46,1,3,0,0,0,0,0,1,0
경기도,927,560,42,0,5,0,0,0,1,3,1,0
경기도,1241,763,66,2,11,0,0,0,0,1,0,1
경기도,1485,748,86,1,7,0,0,0,0,4,0,0
경기도,879,679,33,1,7,0,0,1,0,1,1,0
경기도,661,564,39,2,14,0,1,2,0,2,0,0
경기도,842,617,45,2,20,0,0,1,3,2,1,0
경기도,794,629,34,1,10,3,1,2,1,0,2,0
경기도,746,608,46,0,21,1,0,0,2,5,1,0
경기도,763,718,50,0,6,0,0,1,2,2,0,1
경기도,895,708,31,0,21,2,1,0,3,3,0,0
경기도,11439,6622,328,10,92,6,1,2,4,18,1,12
경기도,736,472,35,0,15,0,0,0,1,2,0,1
경기도,952,666,51,0,10,0,1,0,0,1,1,1
경기도,884,596,34,0,12,0,0,2,0,2,2,1
경기도,726,597,43,1,17,0,0,1,0,2,1,2
경기도,670,501,33,1,24,0,1,0,1,0,1,0
경기도,818,802,28,3,18,0,0,0,1,2,0,0
경기도,514,584,32,0,6,0,0,0,0,1,1,1
경기도,682,527,42,2,22,1,0,0,0,2,0,2
경기도,649,595,28,0,13,0,1,1,4,0,0,0
경기도,1040,899,52,3,24,1,0,0,1,2,0,1
경기도,931,679,46,2,16,1,0,1,0,2,0,0
경기도,829,624,30,3,20,0,0,0,2,6,1,4
경기도,824,605,36,0,15,0,0,0,3,0,1,0
경기도,1074,803,49,2,20,0,0,0,1,2,2,1
경기도,1093,694,41,2,22,0,1,0,0,0,1,0
경기도,582,497,34,2,15,0,0,2,1,1,0,2
경기도,534,442,23,3,6,1,0,0,0,1,0,0
경기도,691,556,34,1,13,0,0,0,2,0,1,0
경기도,735,548,24,3,17,0,0,0,1,1,0,0
경기도,755,586,34,0,22,1,0,0,3,2,0,2
경기도,9984,6092,350,10,99,2,2,1,5,17,3,6
경기도,1020,808,38,2,9,0,0,0,1,4,0,0
경기도,1377,1303,88,3,18,0,0,1,6,3,1,0
경기도,901,737,36,0,21,0,0,1,5,4,1,1
경기도,876,632,42,0,19,0,1,2,0,2,0,3
경기도,55,117,4,0,1,0,0,0,0,0,0,0
경기도,855,646,45,2,24,0,0,1,2,1,1,1
경기도,891,874,46,0,13,1,0,1,0,3,0,0
경기도,717,570,26,1,18,0,0,1,0,2,2,0
경기도,747,569,34,1,8,0,0,0,2,3,0,5
경기도,799,655,48,0,18,0,0,1,1,3,0,1
경기도,866,576,37,2,27,0,0,0,2,1,2,1
경기도,1025,704,48,0,14,0,1,2,1,1,0,0
경기도,599,524,29,0,8,0,1,0,1,1,0,0
경기도,677,600,40,2,10,0,0,0,1,4,0,2
경기도,978,718,39,2,15,1,0,0,1,1,3,4
경기도,658,482,31,1,20,1,0,0,2,2,0,0
경기도,1443,919,74,2,28,2,1,0,3,2,0,2
경기도,657,523,33,3,13,1,1,1,3,0,1,1
경기도,438,472,21,0,7,0,1,0,0,0,0,2
경기도,467,403,16,1,9,0,0,0,2,2,0,0
경기도,864,629,24,1,12,1,1,0,0,0,0,0
경기도,448,496,24,0,8,1,0,1,1,1,1,0
경기도,1329,1015,45,3,9,0,0,0,0,2,1,3
경기도,666,597,18,0,17,0,1,1,4,0,0,0
경기도,531,502,22,0,9,0,0,0,2,0,0,1
경기도,570,575,28,1,12,1,0,0,2,1,0,1
경기도,2070,1402,96,0,13,0,0,0,1,1,0,1
경기도,522,542,32,1,22,1,0,0,6,3,1,1
경기도,644,557,23,3,12,0,1,0,0,0,0,0
경기도,1044,1374,42,2,20,0,1,2,4,0,0,1
경기도,1920,1375,57,2,12,1,0,0,1,3,0,4
경기도,650,698,29,1,18,0,0,0,5,0,0,0
경기도,737,737,35,0,8,0,0,0,1,0,1,1
경기도,577,586,32,0,7,0,0,0,3,3,0,0
경기도,1697,1233,57,0,16,1,0,0,3,2,0,1
경기도,605,679,33,1,5,0,1,1,1,1,0,0
경기도,467,486,23,1,7,0,0,1,0,0,0,0
경기도,507,477,20,1,11,1,1,0,4,1,0,0
경기도,82,174,3,0,0,0,0,0,2,0,1,0
경기도,2556,1893,69,3,15,1,0,0,0,4,0,0
경기도,745,761,43,3,16,1,0,0,3,2,1,0
경기도,546,572,30,0,14,0,1,0,1,0,0,0
경기도,874,797,37,0,9,0,0,0,1,1,1,1
경기도,718,637,41,0,10,0,0,0,2,2,1,0
경기도,899,766,44,1,12,2,0,0,3,1,0,0
경기도,2106,1346,83,5,9,1,1,0,1,2,1,0
경기도,752,670,37,5,9,0,0,1,2,1,1,0
경기도,801,824,46,1,13,1,0,0,1,2,0,0
경기도,907,705,33,2,6,1,0,0,0,1,0,0
경기도,157,161,7,0,4,0,0,0,1,0,0,1
경기도,115,90,7,0,6,0,0,0,0,1,0,1
경기도,596,564,31,2,15,0,0,1,2,1,1,0
경기도,3953,3086,139,1,21,1,0,2,2,0,1,1
경기도,580,790,45,3,8,1,0,0,1,1,0,1
경기도,608,816,40,0,6,0,0,0,4,1,0,1
경기도,664,622,34,1,14,1,0,0,1,1,0,0
경기도,720,853,50,2,9,2,0,0,5,0,2,0
경기도,295,298,17,0,4,0,0,0,1,0,0,0
경기도,1048,1076,67,2,5,0,0,1,5,0,0,1
경기도,622,585,43,1,7,2,0,1,0,0,0,0
경기도,778,899,42,0,7,0,0,0,0,2,0,1
경기도,734,919,56,1,8,0,0,0,1,0,0,2
경기도,2657,1510,95,1,13,0,0,1,1,2,0,1
경기도,418,391,25,2,9,0,0,0,4,1,1,4
경기도,500,439,42,0,11,2,0,0,2,0,1,0
경기도,710,624,38,1,9,0,0,0,3,0,0,1
경기도,680,576,38,0,9,0,0,0,0,3,0,0
경기도,3115,2146,112,0,13,0,0,0,1,3,0,1
경기도,511,549,37,0,8,0,0,0,3,1,0,0
경기도,781,797,43,0,9,1,0,0,0,0,0,0
경기도,863,851,36,0,19,0,0,2,4,0,0,0
경기도,776,825,51,1,5,0,0,0,0,1,0,0
경기도,785,751,33,0,12,1,0,0,0,1,0,0
경기도,934,908,49,0,4,1,1,0,0,1,2,1
경기도,2419,1623,94,0,10,3,1,1,1,2,1,1
경기도,418,411,30,0,8,0,0,0,1,0,0,0
경기도,582,526,39,1,6,0,0,0,1,1,2,0
경기도,589,552,16,0,8,0,0,0,1,0,0,0
경기도,661,616,56,1,8,0,2,0,1,2,0,1
경기도,2909,1916,76,0,15,1,1,0,1,3,0,0
경기도,769,787,44,0,10,0,0,0,2,0,1,0
경기도,428,360,20,1,6,1,0,0,0,1,1,1
경기도,644,613,32,1,8,0,0,0,3,1,0,0
경기도,748,728,46,0,6,0,0,1,1,0,0,1
경기도,637,528,32,1,6,1,0,1,1,2,0,0
경기도,299,277,13,1,2,0,0,0,1,1,1,1
경기도,304,263,4,0,5,1,0,1,1,1,1,1
경기도,2668,1645,110,0,19,0,0,0,1,2,1,1
경기도,664,625,47,1,10,1,0,1,3,0,0,0
경기도,687,643,46,1,10,0,0,0,1,2,0,0
경기도,676,596,45,1,5,0,1,2,0,0,1,1
경기도,4010,2425,101,0,11,0,0,0,0,1,1,2
경기도,798,621,48,1,14,0,0,0,1,0,2,1
경기도,802,638,41,3,4,0,0,0,0,3,1,0
경기도,755,688,42,0,13,2,0,1,1,2,0,0
경기도,1175,897,61,2,17,1,0,5,2,3,1,0
경기도,786,794,44,0,2,0,0,0,1,1,1,0
경기도,792,615,41,1,7,1,0,0,2,0,2,1
경기도,1119,863,54,0,14,2,0,0,0,4,0,3
경기도,3479,2156,110,1,24,1,0,1,2,8,4,2
경기도,606,613,26,0,14,0,0,0,2,2,0,0
경기도,803,630,48,1,16,0,0,0,3,2,0,1
경기도,928,708,51,0,14,0,1,0,3,1,0,1
경기도,1034,913,51,2,16,0,1,0,1,3,1,3
경기도,879,749,48,0,5,0,0,0,2,1,1,1
경기도,888,674,38,0,15,0,0,0,0,4,0,1
경기도,736,693,57,0,8,0,0,0,0,0,0,1
경기도,434,496,14,0,5,1,0,0,0,0,1,1
경기도,97,225,6,0,2,0,0,0,2,0,0,0
경기도,132,269,5,1,4,0,0,0,1,0,1,1
경기도,2074,1750,82,2,6,0,0,0,2,2,0,1
경기도,469,404,32,0,7,1,0,0,0,0,0,0
경기도,913,1084,46,0,6,0,0,0,1,0,1,0
경기도,892,1004,70,1,6,0,0,0,2,3,0,0
경기도,523,479,33,1,3,0,1,0,0,0,0,0
경기도,913,1054,61,1,10,0,0,0,0,2,1,0
경기도,2846,2702,71,3,58,1,0,1,2,4,2,0
경기도,559,837,48,2,22,0,0,0,1,0,1,0
경기도,660,806,36,0,17,0,0,1,3,1,1,4
경기도,644,706,25,2,34,0,0,0,4,4,0,1
경기도,294,542,8,0,13,1,0,0,0,1,0,0
경기도,319,650,12,0,4,1,0,1,0,2,1,0
경기도,294,464,16,0,11,0,0,0,0,1,0,0
경기도,472,669,17,0,21,1,0,1,2,2,0,2
경기도,568,774,20,2,15,0,0,0,0,3,0,1
경기도,4266,2860,177,3,57,1,0,1,3,25,0,1
경기도,827,892,50,1,33,0,1,1,5,3,3,1
경기도,631,876,24,0,16,0,0,2,6,1,0,0
경기도,480,473,26,0,23,0,0,0,3,2,0,1
경기도,601,393,17,0,10,0,0,0,1,1,1,2
경기도,948,674,59,0,11,0,0,0,0,3,0,0
경기도,757,782,41,1,38,2,0,0,0,4,1,0
경기도,1366,888,68,1,20,1,0,1,4,4,0,1
경기도,900,588,55,2,24,0,0,0,0,4,0,0
경기도,1015,669,54,2,20,1,0,0,0,2,0,0
경기도,2968,2108,97,2,47,5,1,1,1,18,1,4
경기도,402,461,14,0,15,0,0,0,3,1,0,0
경기도,233,357,17,1,11,0,0,0,0,1,0,2
경기도,355,392,8,0,19,0,1,0,1,2,0,0
경기도,466,446,23,0,14,0,1,0,2,0,0,1
경기도,1086,744,41,0,32,1,0,0,0,2,1,1
경기도,336,410,20,0,16,0,0,0,0,3,1,1
경기도,545,523,31,0,24,0,0,0,0,2,0,2
경기도,1279,1144,54,1,19,1,1,0,0,5,2,4
경기도,330,565,28,0,14,0,0,1,0,1,0,0
경기도,248,352,6,0,9,0,0,0,0,2,0,0
경기도,699,635,39,3,18,0,0,0,2,2,0,1
경기도,428,385,24,1,19,1,1,0,2,3,1,1
경기도,446,548,20,0,13,0,0,0,1,2,0,1
경기도,195,296,11,0,9,0,2,0,1,0,1,0
경기도,160,287,11,0,8,1,0,0,0,0,0,1
경기도,108,151,3,0,6,0,0,0,0,1,0,0
경기도,1168,1119,47,1,19,0,0,0,2,20,0,0
경기도,982,822,58,0,29,0,1,1,3,4,1,0
경기도,292,627,14,0,10,0,0,0,0,0,0,1
경기도,615,624,38,0,22,0,1,0,2,2,0,0
경기도,223,382,12,0,5,1,0,0,1,0,0,0
경기도,1060,1077,47,1,9,1,0,1,1,2,0,0
경기도,502,617,39,0,27,0,0,0,5,2,2,0
경기도,244,479,14,0,10,0,0,0,1,1,0,1
경기도,86,189,5,0,5,1,0,0,1,1,1,0
경기도,1342,1216,48,3,13,0,0,1,0,4,3,1
경기도,295,379,11,0,16,1,0,0,1,0,0,0
경기도,124,318,8,0,3,0,0,0,0,1,1,1
경기도,167,363,8,0,6,0,0,0,3,2,0,1
경기도,3679,3064,138,10,60,3,0,0,3,18,0,4
경기도,471,568,21,0,21,1,1,0,0,4,0,0
경기도,534,686,27,1,29,0,0,1,2,2,2,1
경기도,974,985,53,1,29,0,0,2,0,2,2,0
경기도,571,921,38,0,20,1,0,3,3,1,0,1
경기도,970,796,54,0,7,1,0,1,0,3,1,2
경기도,982,834,52,0,31,0,0,0,0,3,0,2
경기도,926,882,76,0,12,0,0,0,1,5,0,1
경기도,865,787,49,0,20,1,0,0,2,1,0,0
경기도,909,814,47,2,15,1,0,0,1,2,1,0
경기도,726,872,42,1,30,1,1,1,1,6,0,0
경기도,2596,2125,90,4,35,2,1,1,3,6,0,2
경기도,624,639,30,1,24,0,0,0,2,2,0,2
경기도,735,730,28,0,20,1,0,0,0,1,0,1
경기도,439,462,18,0,23,1,0,1,3,2,0,2
경기도,304,426,12,0,15,0,0,0,1,1,0,0
경기도,614,674,28,1,26,0,0,1,3,1,0,0
경기도,554,505,23,0,27,0,0,0,5,1,1,2
경기도,637,644,31,0,17,0,0,0,0,2,2,1
경기도,2236,1687,73,3,28,1,0,0,2,5,3,2
경기도,462,599,23,0,17,0,0,0,0,1,1,2
경기도,633,644,33,0,17,0,1,0,0,0,0,2
경기도,1220,992,75,0,23,0,1,1,0,2,0,0
경기도,1500,1161,83,0,40,0,0,0,4,3,1,1
경기도,1803,1557,65,3,28,2,1,0,0,5,1,0
경기도,792,807,35,0,60,1,0,1,1,2,0,0
경기도,973,907,51,0,26,1,0,1,1,2,0,2
경기도,2627,2464,129,3,37,1,0,1,0,6,0,1
경기도,353,409,14,0,12,0,0,0,2,0,0,0
경기도,523,719,26,1,25,1,0,0,2,1,0,2
경기도,888,1078,50,2,27,0,0,1,0,1,0,0
경기도,624,653,41,0,18,0,0,0,2,3,1,2
경기도,798,654,49,1,20,0,0,0,0,1,0,2
경기도,943,890,49,4,16,1,0,2,1,3,0,0
경기도,375,456,20,1,22,2,0,0,1,0,0,0
경기도,405,431,26,0,20,0,0,0,1,0,0,1
경기도,813,858,33,1,13,0,0,0,2,8,1,0
경기도,283,448,21,0,22,0,0,1,0,1,1,0
경기도,299,378,10,0,15,0,0,0,1,1,0,0
경기도,1773,1731,70,0,20,2,0,2,2,5,1,2
경기도,391,551,22,0,19,0,0,2,0,0,0,1
경기도,429,570,34,0,16,3,0,0,3,1,0,0
경기도,605,984,27,0,15,3,0,1,0,3,1,1
경기도,903,981,47,0,27,1,1,0,2,3,3,0
경기도,232,299,10,1,14,0,1,0,0,2,0,0
경기도,123,217,9,1,10,0,0,0,0,1,0,1
경기도,731,790,40,0,10,1,0,0,1,4,1,1
경기도,1940,1775,104,2,26,1,1,0,2,6,0,4
경기도,492,653,20,3,25,0,2,0,2,2,1,0
경기도,651,638,47,0,22,0,0,2,0,1,0,0
경기도,626,755,41,3,19,0,0,0,1,1,0,0
경기도,118,219,10,0,4,0,0,0,0,0,1,0
경기도,1241,1240,52,2,21,1,1,3,1,4,1,0
경기도,305,373,24,0,9,0,0,0,0,1,0,1
경기도,257,416,13,0,11,0,0,0,0,1,0,0
경기도,4574,3049,165,3,44,4,1,2,1,19,1,1
경기도,724,874,43,2,25,0,0,0,1,2,0,0
경기도,334,508,13,2,9,0,0,0,3,0,0,0
경기도,808,805,49,2,10,0,0,0,0,1,0,0
경기도,399,512,30,0,8,1,0,0,0,0,0,0
경기도,264,510,17,0,7,0,0,0,0,0,0,1
경기도,844,743,45,0,40,1,0,0,1,5,0,0
경기도,1273,965,57,0,30,0,0,0,1,7,0,0
경기도,949,751,50,2,13,0,1,0,3,0,1,1
경기도,880,746,54,0,10,0,0,0,1,8,0,1
경기도,853,710,45,0,13,0,1,0,0,2,0,0
경기도,739,481,54,0,15,0,0,0,1,0,0,0
경기도,1129,871,50,1,10,0,0,0,1,2,0,0
경기도,4297,3919,185,7,38,0,0,0,4,16,2,3
경기도,577,651,24,0,8,0,1,0,2,4,0,0
경기도,444,566,27,0,14,2,0,0,1,2,0,0
경기도,458,687,37,0,15,0,0,0,2,0,1,0
경기도,626,726,36,0,14,1,0,0,1,6,0,1
경기도,651,644,30,1,17,0,0,0,2,4,0,0
경기도,579,620,32,0,7,1,0,0,0,0,0,2
경기도,688,901,39,0,16,0,0,1,2,1,0,2
경기도,742,792,44,1,14,0,0,1,5,2,0,1
경기도,1213,1271,88,2,21,1,1,0,4,4,1,2
경기도,996,934,55,1,8,0,0,0,2,1,1,0
경기도,1619,1331,76,2,17,1,1,0,0,6,0,0
경기도,1322,998,74,1,26,0,1,0,1,1,1,1
경기도,3006,2283,121,3,29,0,0,1,0,8,2,2
경기도,750,872,36,0,23,0,0,2,2,6,0,0
경기도,685,802,20,0,18,0,0,0,4,0,1,1
경기도,134,248,1,0,4,0,0,0,0,0,0,0
경기도,223,313,8,0,12,0,0,0,0,2,2,0
경기도,752,656,47,0,14,1,1,0,0,8,0,0
경기도,831,901,43,0,19,2,0,1,0,7,1,1
경기도,1299,1243,70,0,25,2,1,0,1,3,0,0
경기도,2547,1578,78,1,35,1,0,0,0,8,1,1
경기도,248,462,12,0,12,0,0,0,1,0,0,2
경기도,239,460,16,1,4,0,0,0,0,0,1,0
경기도,128,333,7,0,7,0,0,0,2,2,1,1
경기도,1261,698,55,2,27,2,0,0,3,7,1,1
경기도,1595,1032,63,0,37,0,0,0,3,0,0,1
경기도,1194,649,43,1,18,1,1,1,1,2,0,0
경기도,2831,1894,98,2,38,0,0,0,0,9,0,1
경기도,582,612,28,2,29,0,1,1,0,1,0,0
경기도,800,523,38,0,8,0,0,0,1,1,0,0
경기도,1011,779,59,0,10,0,0,0,0,1,0,0
경기도,1073,1053,44,0,14,1,0,1,2,2,0,0
경기도,842,614,46,0,18,0,0,0,1,0,0,0
경기도,699,579,23,2,11,2,0,0,4,2,0,2
경기도,3107,2178,115,2,35,1,1,2,1,7,1,1
경기도,1183,1096,51,1,19,0,0,0,2,3,1,1
경기도,1014,945,53,0,14,1,0,1,0,0,0,0
경기도,707,656,57,0,14,0,0,1,2,1,0,2
경기도,764,666,38,1,10,0,0,1,1,3,0,0
경기도,1184,955,51,0,15,0,0,0,1,2,0,0
경기도,800,671,52,1,11,0,1,0,3,2,2,2
경기도,1015,897,46,0,36,0,0,0,1,2,1,1
경기도,2106,1635,99,5,45,1,0,0,2,5,0,0
경기도,993,882,44,1,24,0,1,1,0,0,0,1
경기도,921,1155,65,0,17,2,0,0,1,2,0,0
경기도,739,740,49,1,25,2,0,0,2,2,0,1
경기도,649,678,39,1,18,0,0,0,0,0,0,0
경기도,2837,2420,126,2,35,0,0,1,5,13,2,2
경기도,585,698,19,1,22,1,0,0,0,2,0,2
경기도,597,636,20,0,19,0,0,1,2,2,2,1
경기도,334,534,14,0,15,0,0,0,3,1,0,0
경기도,831,831,44,1,15,0,1,2,1,5,0,4
경기도,455,525,25,0,17,0,0,0,1,3,1,0
경기도,628,569,35,0,14,0,0,1,0,3,1,0
경기도,696,599,27,1,21,1,0,0,2,2,0,0
경기도,815,881,24,0,29,0,0,0,0,4,1,1
경기도,167,275,3,0,6,1,0,0,0,2,1,2
경기도,271,450,7,0,13,0,0,0,1,3,2,0
경기도,135,206,12,0,3,0,0,1,0,0,0,0
경기도,134,235,6,0,11,0,0,0,1,0,0,1
경기도,756,941,35,0,21,0,3,2,2,2,2,5
경기도,352,445,15,0,6,0,0,0,2,2,0,1
경기도,118,236,6,0,5,0,0,0,0,0,0,0
경기도,257,370,6,0,4,0,0,0,0,0,0,2
경기도,123,196,10,0,2,0,0,0,0,0,0,1
경기도,2099,2005,70,2,38,1,0,1,1,6,1,2
경기도,592,714,18,0,24,0,0,2,2,0,2,1
경기도,523,572,22,3,12,0,0,0,1,1,0,0
경기도,45,120,2,0,2,0,0,0,0,0,0,0
경기도,185,306,7,1,5,0,0,0,1,0,2,1
경기도,1258,1351,44,0,24,0,0,1,1,1,2,0
경기도,505,856,36,2,62,0,0,0,2,2,0,0
경기도,216,321,13,0,8,0,0,0,2,0,0,0
경기도,541,695,26,1,20,1,0,0,3,5,0,0
경기도,971,795,50,4,7,0,0,1,0,2,0,0
경기도,232,396,9,0,9,0,1,0,2,0,1,0
경기도,156,314,10,0,5,0,0,0,1,0,0,0
경기도,475,468,19,1,11,0,1,0,0,1,1,1
경기도,4850,3027,121,2,35,3,0,3,0,11,1,1
경기도,883,785,46,0,18,0,0,0,4,1,1,0
경기도,1042,851,52,1,16,0,0,0,2,1,0,0
경기도,1126,881,48,0,29,1,0,0,2,1,2,1
경기도,915,746,40,1,12,0,0,0,1,0,0,1
경기도,1394,971,55,0,30,0,1,2,2,6,0,1
경기도,1020,820,44,1,19,0,0,0,1,2,1,1
경기도,814,612,55,0,12,0,0,0,2,1,0,0
경기도,696,669,29,1,13,0,0,0,3,3,0,1
경기도,972,767,47,0,15,0,0,0,0,2,1,1
경기도,783,598,46,2,10,0,0,0,0,1,0,0
경기도,1777,1447,57,1,26,0,0,1,0,9,1,2
경기도,632,608,31,1,12,0,1,0,1,0,1,0
경기도,598,574,26,0,18,2,0,0,2,3,0,0
경기도,178,297,4,0,12,0,0,0,1,1,0,0
경기도,3391,2194,82,2,40,1,2,1,3,37,0,2
경기도,733,627,39,0,19,0,0,0,4,4,1,2
경기도,856,724,43,0,24,1,1,0,4,3,0,0
경기도,543,437,31,1,19,0,0,0,1,2,1,0
경기도,638,596,38,0,13,0,1,0,3,3,0,0
경기도,859,775,46,1,11,4,1,0,5,1,0,4
경기도,979,818,56,0,24,0,1,0,0,4,1,0
경기도,3582,2479,139,4,45,3,0,1,1,6,0,2
경기도,492,534,27,1,11,0,0,1,0,6,0,1
경기도,790,636,37,2,14,1,0,0,2,4,0,0
경기도,848,638,53,0,23,0,0,0,3,4,0,1
경기도,594,663,45,0,11,1,0,1,1,0,0,2
경기도,698,574,46,2,13,0,0,0,0,1,0,5
경기도,998,851,46,2,12,0,1,1,1,8,0,0
경기도,4243,2567,111,3,32,1,0,1,4,31,1,1
경기도,943,879,32,0,20,0,0,1,4,3,1,0
경기도,360,390,15,0,6,0,0,0,2,2,0,0
경기도,677,555,43,0,19,0,0,0,3,1,0,2
경기도,944,669,41,1,16,1,0,1,0,2,0,0
경기도,617,525,31,0,10,0,0,0,0,2,0,0
경기도,962,904,50,0,11,1,0,0,3,0,0,0
경기도,1215,724,42,1,16,0,0,0,0,6,0,0
경기도,1067,466,54,0,11,1,0,0,0,2,0,0
경기도,830,455,33,0,14,0,1,1,0,3,0,0
경기도,1019,836,46,2,12,0,0,0,0,1,1,2
경기도,1037,819,29,0,29,1,0,0,1,2,0,1
경기도,760,559,29,0,9,0,0,0,1,0,0,0
경기도,938,834,23,0,18,0,0,0,1,6,3,1
경기도,450,461,22,0,16,0,0,0,0,1,0,1
경기도,451,547,12,1,21,1,0,0,0,0,1,0
경기도,1533,1213,42,2,16,3,1,2,2,7,0,3
경기도,319,383,27,0,10,0,0,1,0,1,0,0
경기도,715,697,34,1,18,0,0,0,3,4,1,2
경기도,224,243,6,0,9,0,0,0,1,1,0,0
경기도,521,489,19,0,24,0,1,2,1,0,1,0
경기도,833,919,22,0,10,0,0,1,1,5,0,1
경기도,376,446,14,0,19,0,0,1,0,0,1,1
경기도,243,301,4,1,11,0,2,0,0,1,0,0
경기도,467,457,18,0,10,0,0,0,1,2,1,0
경기도,359,448,15,1,15,0,0,2,4,0,1,0
경기도,2592,2045,73,2,28,2,0,0,0,12,1,2
경기도,812,814,43,0,32,0,1,1,6,1,1,1
경기도,385,378,14,1,12,0,0,0,3,2,1,1
경기도,392,458,23,0,14,1,0,0,3,2,1,0
경기도,848,749,37,0,20,1,0,0,1,2,0,1
경기도,1097,1053,43,0,22,0,0,0,3,5,0,1
경기도,379,528,18,1,9,1,0,0,0,0,2,2
경기도,3705,2676,121,3,41,1,0,3,4,12,0,2
경기도,1079,1009,50,0,20,0,0,0,0,1,0,0
경기도,979,840,52,0,15,0,1,0,2,4,2,1
경기도,777,725,26,2,12,1,0,1,1,0,0,1
경기도,1020,910,43,1,25,0,0,2,4,2,1,2
경기도,134,193,8,0,2,0,0,0,0,1,0,0
경기도,996,940,30,3,15,2,1,1,4,4,1,1
경기도,214,235,7,0,13,0,0,0,0,0,0,0
경기도,555,504,27,0,7,0,0,0,5,3,0,0
경기도,111,159,8,0,2,0,0,0,1,0,1,0
경기도,349,486,20,0,3,0,0,1,1,5,0,0
경기도,142,252,9,0,4,1,0,1,0,0,1,1
경기도,827,761,31,1,18,0,1,0,2,1,2,0
경기도,419,538,26,0,18,0,1,0,4,2,0,1
경기도,318,312,15,0,15,0,0,0,2,0,0,0
경기도,3534,1784,92,4,26,2,0,2,1,11,0,2
경기도,1003,720,30,1,14,0,0,1,2,1,2,1
경기도,954,757,45,3,32,0,0,1,0,3,0,1
경기도,1460,975,50,5,26,4,1,1,2,7,1,1
경기도,1049,697,52,3,26,1,0,0,0,3,0,2
경기도,2266,1341,70,3,31,1,0,2,1,7,1,1
경기도,696,507,31,1,22,0,1,0,2,1,0,1
경기도,734,530,35,3,22,1,0,0,1,0,1,0
경기도,721,546,29,0,22,1,1,0,0,2,1,1
경기도,547,440,33,3,22,0,1,1,3,1,3,1
경기도,1060,1004,44,2,19,0,0,0,3,0,0,0
경기도,668,704,35,0,6,0,0,0,1,2,0,0
경기도,4023,2079,116,2,37,2,0,1,2,8,3,4
경기도,890,671,48,0,28,0,2,1,1,2,0,1
경기도,936,582,45,2,22,0,0,1,2,3,1,1
경기도,842,606,32,0,11,0,0,0,0,3,1,1
경기도,955,607,39,0,22,0,0,0,1,0,0,2
경기도,1052,694,25,3,26,0,1,1,0,2,0,2
경기도,793,520,26,1,16,1,1,0,0,0,0,0
경기도,787,510,36,1,16,1,0,0,0,0,0,1
경기도,653,546,33,1,15,0,0,1,3,2,0,0
경기도,2957,1686,99,4,28,0,0,1,0,3,2,5
경기도,669,455,30,2,18,0,1,1,2,1,0,2
경기도,699,474,39,1,21,0,0,1,2,3,0,1
경기도,1109,762,43,1,30,0,1,0,1,2,1,1
경기도,799,623,30,0,9,0,0,1,0,3,0,0
경기도,1270,1173,65,2,26,0,1,0,7,5,1,1
경기도,889,794,47,0,9,0,0,0,1,1,1,0
경기도,3209,2032,110,7,28,2,0,0,4,7,3,3
경기도,590,528,21,2,7,1,1,0,1,0,0,1
경기도,718,680,45,0,10,0,0,0,2,3,0,1
경기도,1049,909,52,2,31,1,0,1,3,0,1,1
