시도명,새누리당 박근혜,민주통합당 문재인,무소속 박종선,무소속 김소연,무소속 강지원,무소속 김순자
서울특별시,1576,1556,3,3,4,2
서울특별시,1355,1735,0,3,6,1
서울특별시,1272,1346,2,2,4,1
서울특별시,2176,1205,2,3,6,1
서울특별시,1099,909,0,1,9,2
서울특별시,1200,1239,1,2,4,1
서울특별시,1086,1058,2,3,3,2
서울특별시,1095,959,0,1,2,0
서울특별시,1291,910,0,3,10,1
서울특별시,2188,1230,1,3,8,1
서울특별시,1134,761,0,1,6,1
서울특별시,1110,889,0,0,4,2
서울특별시,1235,910,0,1,3,2
서울특별시,950,956,0,1,2,3
서울특별시,1552,1612,2,0,10,1
서울특별시,1360,1575,3,7,2,7
서울특별시,1024,1090,1,1,4,1
서울특별시,1665,1705,1,3,7,9
서울특별시,1205,842,4,1,5,2
서울특별시,1227,1115,3,3,5,2
서울특별시,821,747,0,2,4,0
서울특별시,894,1097,2,0,0,1
서울특별시,1204,1786,3,2,3,2
서울특별시,1114,1458,2,3,6,2
서울특별시,1143,1617,2,2,5,2
서울특별시,986,1308,2,0,6,1
서울특별시,1157,1304,1,5,5,3
서울특별시,716,1394,0,4,10,3
서울특별시,780,1105,1,4,7,4
서울특별시,496,487,2,0,5,2
서울특별시,1123,1531,5,1,7,3
서울특별시,658,948,0,2,7,0
서울특별시,1000,1378,3,0,1,1
서울특별시,890,1485,5,2,3,4
서울특별시,723,1058,2,1,2,1
서울특별시,1411,1780,3,2,5,2
서울특별시,1037,1178,1,1,1,4
서울특별시,840,1165,3,1,4,3
서울특별시,555,567,1,0,1,1
서울특별시,965,1209,3,3,3,2
서울특별시,842,1151,3,2,3,0
서울특별시,145,178,1,1,0,1
서울특별시,230,221,1,0,2,1
서울특별시,1467,1027,2,3,1,2
서울특별시,405,268,1,0,1,2
서울특별시,904,876,2,0,3,2
서울특별시,116,93,0,1,0,0
서울특별시,679,619,1,1,3,0
서울특별시,742,714,1,1,4,3
서울특별시,908,873,1,4,3,1
서울특별시,613,1039,0,1,4,0
서울특별시,845,755,0,0,4,0
서울특별시,953,758,3,2,2,2
서울특별시,377,195,0,1,0,1
서울특별시,292,251,1,0,1,1
서울특별시,907,1032,3,1,3,1
서울특별시,280,248,2,0,0,0
서울특별시,993,1023,1,1,6,0
서울특별시,1190,1294,1,5,1,3
서울특별시,1147,1305,1,2,3,1
서울특별시,981,1359,2,2,2,2
서울특별시,1029,1338,1,1,2,1
서울특별시,822,723,4,0,5,0
서울특별시,826,982,1,4,2,2
서울특별시,1443,1232,1,0,6,3
서울특별시,1469,1391,0,1,2,1
서울특별시,1267,1516,4,2,6,4
서울특별시,598,750,1,2,3,2
서울특별시,732,914,1,2,5,0
서울특별시,1165,1021,0,0,1,1
서울특별시,829,1109,2,0,5,2
서울특별시,1303,1287,0,3,5,4
서울특별시,775,900,2,2,2,3
서울특별시,1485,1721,1,0,8,3
서울특별시,519,587,1,0,3,4
서울특별시,698,696,2,3,4,1
서울특별시,1116,1002,1,0,5,0
서울특별시,1138,1093,1,0,4,0
서울특별시,704,843,2,0,0,2
서울특별시,1423,1579,4,2,6,0
서울특별시,665,786,1,0,2,5
서울특별시,1438,1463,1,2,5,1
서울특별시,711,845,0,0,2,1
서울특별시,248,307,0,0,0,1
서울특별시,1169,1323,6,0,3,1
서울특별시,1022,972,2,1,11,1
서울특별시,1200,1654,4,1,4,2
서울특별시,1208,1470,4,3,2,4
서울특별시,1369,1466,2,3,5,3
서울특별시,1358,1597,1,3,6,1
서울특별시,1134,1206,2,5,3,1
서울특별시,894,856,2,0,2,2
서울특별시,849,880,0,1,1,1
서울특별시,757,917,2,1,1,2
서울특별시,1075,1262,0,0,3,0
서울특별시,924,1007,2,1,5,0
서울특별시,908,1098,1,1,1,3
서울특별시,829,1171,4,2,3,0
서울특별시,953,1320,0,0,0,2
서울특별시,1214,1720,1,3,5,3
서울특별시,917,1234,1,3,2,3
서울특별시,930,1350,1,2,7,3
서울특별시,1192,1413,3,2,5,2
서울특별시,1116,1273,1,0,4,1
서울특별시,1346,1249,0,1,5,3
서울특별시,1967,1860,0,1,6,2
서울특별시,1496,1328,1,2,4,1
서울특별시,1255,1496,3,2,5,1
서울특별시,1237,1388,0,2,8,0
서울특별시,1071,1191,0,1,2,3
서울특별시,1009,1008,0,1,3,1
서울특별시,1217,1490,4,2,5,2
서울특별시,1102,1169,1,0,4,1
서울특별시,1367,1389,0,4,9,3
서울특별시,1214,874,1,1,6,2
서울특별시,391,317,0,0,1,3
서울특별시,638,644,3,0,2,3
서울특별시,2412,1050,2,1,9,1
서울특별시,854,768,3,2,3,2
서울특별시,2563,958,0,1,9,0
서울특별시,2319,1601,3,2,12,4
서울특별시,2041,982,0,2,5,0
서울특별시,1943,1395,1,1,8,1
서울특별시,1113,464,0,0,2,1
서울특별시,1065,1077,2,1,2,4
서울특별시,1177,977,1,0,2,2
서울특별시,1166,1004,1,1,7,1
서울특별시,1461,1103,0,3,1,2
서울특별시,1200,864,3,2,4,4
서울특별시,1233,1155,0,1,4,1
서울특별시,1157,1064,2,2,4,4
서울특별시,965,838,1,0,1,3
서울특별시,1363,1215,4,0,4,4
서울특별시,1049,1336,4,1,8,1
서울특별시,2093,1149,0,2,5,1
서울특별시,1272,1206,1,0,5,2
서울특별시,1063,1104,0,1,2,2
서울특별시,1715,837,0,2,5,0
서울특별시,1104,971,1,0,3,5
서울특별시,1876,428,0,0,8,1
서울특별시,701,449,0,0,5,1
서울특별시,1364,1195,1,2,5,2
서울특별시,1131,1246,4,4,5,3
서울특별시,1262,1300,4,3,3,0
서울특별시,1264,962,2,1,2,0
서울특별시,1407,1587,1,1,3,2
서울특별시,1595,1813,3,1,6,1
서울특별시,1588,1614,3,4,8,2
서울특별시,1781,1893,1,1,6,3
서울특별시,1538,1689,4,0,7,3
서울특별시,1695,2000,3,1,6,2
서울특별시,1290,1258,1,1,3,2
서울특별시,1460,1319,2,1,5,1
서울특별시,1468,1463,3,2,4,3
서울특별시,1456,1601,2,0,2,0
서울특별시,221,284,2,0,0,1
서울특별시,1620,1160,2,3,4,0
서울특별시,1624,1514,1,2,7,3
서울특별시,1771,1162,1,1,8,2
서울특별시,1343,1166,1,0,6,1
서울특별시,1519,1655,1,1,6,2
서울특별시,1998,1835,1,2,7,0
서울특별시,1682,1525,3,1,8,3
서울특별시,1283,1412,1,1,4,1
서울특별시,1612,1608,2,1,6,2
서울특별시,1324,1266,1,2,5,1
서울특별시,971,1090,0,4,3,1
서울특별시,1114,1277,3,2,6,3
서울특별시,1137,1187,0,3,3,5
서울특별시,1487,1810,1,1,8,1
서울특별시,1600,1918,1,4,8,3
서울특별시,1429,1342,0,3,5,2
서울특별시,1779,1609,2,0,0,4
서울특별시,1476,1475,2,1,4,5
서울특별시,1441,1453,3,2,3,4
서울특별시,1321,1482,1,2,4,5
서울특별시,1889,1462,0,1,4,2
서울특별시,564,725,0,2,1,1
서울특별시,1404,1571,2,2,1,1
서울특별시,1053,1072,1,1,3,6
서울특별시,1309,1213,3,2,6,2
서울특별시,1461,1932,4,2,9,5
서울특별시,1278,1470,3,2,2,0
서울특별시,672,732,1,2,1,0
서울특별시,1110,1460,0,1,7,1
서울특별시,1502,1407,0,2,5,3
서울특별시,1800,1814,1,4,9,6
서울특별시,819,1025,3,0,4,0
서울특별시,1015,1142,0,2,2,6
서울특별시,1652,1672,0,1,6,2
서울특별시,1401,1730,3,2,5,0
서울특별시,1481,1819,2,3,4,3
서울특별시,1440,1609,2,0,9,2
서울특별시,1495,1725,4,1,4,4
서울특별시,1201,1403,1,2,6,1
서울특별시,1294,1326,2,1,4,2
서울특별시,1447,1685,0,2,4,1
서울특별시,1067,1176,2,0,3,5
서울특별시,1147,1199,1,3,3,4
서울특별시,1040,1268,1,1,5,1
서울특별시,812,1264,2,1,6,0
서울특별시,1023,1238,3,1,4,0
서울특별시,948,1493,0,1,7,1
서울특별시,1076,1373,2,1,4,2
서울특별시,1073,1212,0,2,2,1
서울특별시,1055,1131,2,3,6,6
서울특별시,1036,1308,4,1,4,4
서울특별시,1154,1442,3,0,4,3
서울특별시,1030,1334,2,2,2,1
서울특별시,1092,1242,1,3,3,3
서울특별시,1162,1550,1,1,3,2
서울특별시,1002,1254,1,1,1,5
서울특별시,1160,1374,2,1,1,1
서울특별시,1087,1370,0,1,3,0
서울특별시,1130,1468,3,4,2,1
서울특별시,1305,1628,3,1,6,3
서울특별시,1370,1625,4,0,6,2
서울특별시,1061,1185,1,0,3,3
서울특별시,1238,1605,3,2,3,2
서울특별시,1030,1188,2,0,6,1
서울특별시,948,1113,1,0,0,2
서울특별시,1053,1276,0,1,0,4
서울특별시,1128,1389,0,1,5,3
서울특별시,940,1049,3,0,2,2
서울특별시,1166,1283,0,1,4,2
서울특별시,1208,1500,2,1,3,4
서울특별시,1225,1291,1,1,2,2
서울특별시,1162,1351,1,2,3,2
서울특별시,1317,1595,0,1,8,1
서울특별시,1332,1504,3,1,3,4
서울특별시,1424,1718,3,1,4,1
서울특별시,923,1112,0,1,3,5
서울특별시,1034,1312,2,3,3,0
서울특별시,1142,1443,2,1,4,2
서울특별시,1205,1467,0,0,4,1
서울특별시,1200,1652,2,1,4,3
서울특별시,1342,1739,0,0,3,1
서울특별시,1036,1519,5,1,3,2
서울특별시,1092,1428,3,0,5,3
서울특별시,1149,1362,1,1,4,3
서울특별시,1102,1044,1,2,6,1
서울특별시,942,1150,0,1,3,1
서울특별시,1492,1632,0,1,1,4
서울특별시,1441,1612,0,4,2,4
서울특별시,1473,1702,1,4,6,1
서울특별시,1334,1114,0,0,4,3
서울특별시,1227,1504,1,0,4,3
서울특별시,1352,1654,1,3,5,1
서울특별시,2035,1764,0,2,8,2
서울특별시,1734,1634,2,1,8,4
서울특별시,1892,1395,0,0,6,4
서울특별시,1882,1457,1,0,6,2
서울특별시,1833,978,1,3,2,2
서울특별시,1602,1837,1,1,9,1
서울특별시,1705,1940,0,3,13,2
서울특별시,1922,2062,0,2,10,2
서울특별시,2084,1643,0,2,7,0
서울특별시,997,1316,0,1,11,1
서울특별시,951,1161,1,2,1,1
서울특별시,1275,1733,1,2,10,4
서울특별시,999,1194,4,1,6,2
서울특별시,962,1327,1,0,0,1
서울특별시,991,1185,1,3,2,1
서울특별시,1476,1718,0,1,3,5
서울특별시,1732,1557,1,2,6,6
서울특별시,1169,1401,1,0,0,4
서울특별시,1310,1538,0,2,5,1
서울특별시,1019,1369,1,1,2,2
서울특별시,1221,1596,4,1,3,3
서울특별시,1446,1574,1,3,4,3
서울특별시,1668,1668,1,5,6,2
서울특별시,1426,1732,0,2,3,2
서울특별시,1324,1561,1,2,3,1
서울특별시,1187,1551,1,2,9,2
서울특별시,706,820,1,2,2,1
서울특별시,2208,900,0,0,8,3
서울특별시,1030,1129,1,2,5,3
서울특별시,1308,1427,2,0,4,0
서울특별시,1201,1445,5,1,6,1
서울특별시,1128,1514,2,2,3,4
서울특별시,1124,1426,1,3,7,2
서울특별시,1029,1370,1,2,4,0
서울특별시,963,1436,1,2,6,1
서울특별시,822,1212,4,2,3,2
서울특별시,1060,1599,0,2,1,1
서울특별시,783,1228,3,2,4,1
서울특별시,798,1274,1,0,6,2
서울특별시,618,916,1,1,3,3
서울특별시,1090,1532,2,3,5,2
서울특별시,720,952,1,1,2,2
서울특별시,890,1162,0,1,4,1
서울특별시,1018,1207,1,0,2,3
서울특별시,1012,1073,1,0,9,1
서울특별시,950,1224,3,2,4,0
서울특별시,1454,1548,1,1,3,1
서울특별시,1282,1406,1,1,4,1
서울특별시,1239,1265,2,3,4,3
서울특별시,705,750,0,0,3,0
서울특별시,980,1219,0,0,2,2
서울특별시,1102,1195,1,2,7,0
서울특별시,1225,1095,0,1,4,3
서울특별시,1219,1432,2,0,2,3
서울특별시,1622,1247,4,2,11,5
서울특별시,1479,1580,2,2,8,2
서울특별시,1472,1635,3,2,5,3
서울특별시,1220,1376,3,2,4,0
서울특별시,1106,1423,0,2,6,1
서울특별시,1218,1323,2,0,1,3
서울특별시,1337,1448,1,0,5,1
서울특별시,1088,1223,0,3,2,2
서울특별시,1460,1334,3,5,4,3
서울특별시,1060,1136,3,1,2,4
서울특별시,1258,1330,4,3,3,4
서울특별시,1357,1373,2,0,3,5
서울특별시,1048,1074,0,0,3,2
서울특별시,1500,1368,3,2,3,1
서울특별시,1207,1241,0,1,2,3
서울특별시,1724,1803,3,4,8,3
서울특별시,1042,1087,1,0,3,0
서울특별시,623,652,1,1,5,1
서울특별시,606,634,0,0,2,1
서울특별시,838,914,0,0,4,0
서울특별시,831,811,0,1,3,0
서울특별시,1251,1540,2,0,6,1
서울특별시,998,1026,0,2,2,3
서울특별시,608,633,1,0,1,3
서울특별시,1065,1226,3,1,8,3
서울특별시,1350,1498,2,2,7,3
서울특별시,1021,1103,1,1,3,1
서울특별시,1274,1536,0,1,0,1
서울특별시,1412,1627,9,2,8,3
서울특별시,1577,1625,3,1,6,4
서울특별시,1507,1578,3,1,5,1
서울특별시,1132,1275,2,2,5,3
서울특별시,1372,1575,3,0,2,3
서울특별시,1240,1449,1,3,2,0
서울특별시,1587,1649,1,3,2,0
서울특별시,1206,1262,3,2,3,0
서울특별시,1353,1536,1,3,3,1
서울특별시,1555,1408,1,0,3,0
서울특별시,1572,1375,1,1,4,4
서울특별시,906,832,0,1,1,2
서울특별시,1468,1421,1,0,5,2
서울특별시,962,986,5,1,1,2
서울특별시,1141,1261,2,2,3,1
서울특별시,1145,1382,1,4,7,2
서울특별시,918,915,0,1,3,1
서울특별시,1751,1862,2,0,6,3
서울특별시,1140,1303,0,1,3,0
서울특별시,1083,1047,0,2,2,4
서울특별시,1574,1437,2,4,4,1
서울특별시,1103,989,2,4,4,3
서울특별시,1119,859,1,1,2,2
서울특별시,1430,1162,2,3,8,4
서울특별시,1852,1267,1,1,10,3
서울특별시,1099,1344,0,4,4,1
서울특별시,1089,1342,1,2,1,0
서울특별시,850,1136,1,0,8,1
서울특별시,1261,1283,4,1,4,0
서울특별시,907,1085,0,1,2,0
서울특별시,947,1544,0,4,7,2
서울특별시,1529,1493,2,1,2,4
서울특별시,941,1111,1,1,2,1
서울특별시,1070,1368,2,3,7,2
서울특별시,1207,1600,1,2,7,0
서울특별시,1396,1790,2,3,3,3
서울특별시,1415,1499,3,2,7,3
서울특별시,1186,1245,0,2,5,4
서울특별시,1026,1178,2,3,3,3
서울특별시,1021,1185,4,0,7,2
서울특별시,785,1007,1,0,6,4
서울특별시,956,1251,3,2,5,3
서울특별시,1073,1212,2,4,3,0
서울특별시,979,1318,2,6,4,2
서울특별시,1033,1003,2,2,10,1
서울특별시,732,1038,2,0,9,2
서울특별시,905,1031,5,4,5,1
서울특별시,1125,1245,2,1,2,3
서울특별시,1169,1401,3,2,2,3
서울특별시,1318,1669,1,3,9,2
서울특별시,1310,1539,2,1,9,2
서울특별시,1489,1650,2,1,4,1
서울특별시,1648,1803,2,1,3,8
서울특별시,1330,1549,0,3,4,7
서울특별시,1452,1654,1,1,3,3
서울특별시,1340,1391,0,4,8,2
서울특별시,1364,1426,3,2,5,1
서울특별시,1413,1626,2,0,4,0
서울특별시,1243,1359,0,1,2,1
서울특별시,1659,1733,1,3,2,2
서울특별시,1450,1694,2,0,5,2
서울특별시,1515,1662,1,3,3,2
서울특별시,1386,1570,1,0,2,2
서울특별시,1354,1614,1,1,3,0
서울특별시,1265,1378,1,0,2,0
서울특별시,1067,1283,1,0,4,1
서울특별시,1074,1306,0,0,3,5
서울특별시,1150,1390,0,0,4,2
서울특별시,1455,1528,0,0,2,4
서울특별시,1032,999,2,1,1,3
서울특별시,1152,1079,1,0,5,5
서울특별시,1104,1237,2,1,4,2
서울특별시,1488,1684,1,2,2,5
서울특별시,1240,1463,4,1,1,1
서울특별시,888,1173,2,1,0,0
서울특별시,1298,1346,3,3,13,5
서울특별시,1238,1494,1,2,7,2
서울특별시,1127,1278,4,2,8,5
서울특별시,1251,1523,1,2,4,3
서울특별시,1168,1478,0,0,2,1
서울특별시,1519,1597,3,3,4,5
서울특별시,1430,1545,6,0,3,1
서울특별시,1625,1625,1,2,6,2
서울특별시,1512,1579,1,1,4,3
서울특별시,1646,1615,5,1,4,5
서울특별시,1776,1935,1,0,11,1
서울특별시,1832,2077,2,1,7,5
서울특별시,1747,1997,3,0,5,5
서울특별시,1349,1455,2,0,0,3
서울특별시,1622,1544,1,3,2,1
서울특별시,1425,1497,0,1,7,1
서울특별시,832,1021,2,0,0,1
서울특별시,1558,1605,1,0,4,3
서울특별시,1482,1633,0,2,8,2
서울특별시,1599,1758,2,1,7,5
서울특별시,1370,1720,3,2,6,4
서울특별시,954,982,2,1,1,1
서울특별시,1057,1189,1,3,2,1
서울특별시,1295,1285,0,1,6,3
서울특별시,1306,1597,1,4,4,4
서울특별시,1284,1324,2,1,1,3
서울특별시,1200,1298,1,0,3,2
서울특별시,1316,1313,6,3,5,2
서울특별시,1261,1372,1,1,3,2
서울특별시,1369,1416,1,0,3,1
서울특별시,1627,1197,0,2,8,3
서울특별시,1569,2002,1,4,6,4
서울특별시,1723,2050,1,0,2,2
서울특별시,1714,1698,0,2,5,4
서울특별시,1189,1383,2,1,3,2
서울특별시,1511,1681,0,1,5,1
서울특별시,1274,1422,2,2,2,5
서울특별시,1421,1405,2,3,2,5
서울특별시,1464,1542,3,2,6,1
서울특별시,1574,1296,2,0,2,1
서울특별시,1689,1460,2,2,3,1
서울특별시,1545,1240,2,1,4,4
서울특별시,1268,1089,1,0,2,2
서울특별시,1303,1224,1,1,3,3
서울특별시,1583,1254,0,3,2,1
서울특별시,1806,1711,3,0,5,5
서울특별시,1127,1088,2,2,1,1
서울특별시,1466,1369,3,2,6,1
서울특별시,1521,1516,0,3,1,2
서울특별시,1268,1263,3,3,2,2
서울특별시,1647,1667,3,0,5,4
서울특별시,1244,1239,0,1,4,0
서울특별시,1240,1335,1,2,9,1
서울특별시,1412,1739,2,3,5,1
서울특별시,1491,1610,1,1,5,3
서울특별시,1070,967,4,1,4,1
서울특별시,1423,1294,2,3,7,1
서울특별시,1437,1466,0,3,9,3
서울특별시,1222,1709,1,0,3,5
서울특별시,1727,1738,2,1,2,2
서울특별시,1366,1651,0,1,6,2
서울특별시,1414,1522,8,2,3,2
서울특별시,1413,1874,1,2,3,1
서울특별시,1521,1472,2,4,6,1
서울특별시,1380,1106,2,3,5,4
서울특별시,1107,1536,1,3,11,1
서울특별시,1655,1878,1,2,3,7
서울특별시,1125,1488,2,4,3,3
서울특별시,1327,1900,2,3,5,1
서울특별시,1779,2256,1,4,5,3
서울특별시,1351,1932,3,1,7,2
서울특별시,817,1113,3,2,2,2
서울특별시,1021,1567,3,0,2,1
서울특별시,1079,1323,2,1,3,2
서울특별시,1347,1689,1,2,7,4
서울특별시,1126,1407,0,2,6,4
서울특별시,1291,1305,1,0,2,4
서울특별시,1303,1395,2,4,3,3
서울특별시,1077,1260,4,1,4,3
서울특별시,1273,1377,0,1,9,4
서울특별시,1382,1525,1,1,6,4
서울특별시,1077,1631,4,5,5,2
서울특별시,1719,1383,0,3,2,0
서울특별시,1214,1255,5,1,6,1
서울특별시,981,1209,0,2,1,4
서울특별시,878,1432,0,2,4,4
서울특별시,1411,1852,0,3,7,4
서울특별시,1174,1364,0,2,4,2
서울특별시,1506,1838,0,2,10,4
서울특별시,1527,1737,2,3,6,2
서울특별시,745,938,0,1,2,0
서울특별시,1532,1836,1,2,4,2
서울특별시,1624,1760,3,3,7,3
서울특별시,1166,1357,0,1,7,5
서울특별시,1198,1647,1,1,5,2
서울특별시,1681,1844,2,3,4,2
서울특별시,1612,1830,1,4,8,4
서울특별시,1670,1729,1,2,2,0
서울특별시,1703,1873,4,2,6,0
서울특별시,1539,1642,1,3,6,1
서울특별시,843,767,3,1,2,2
서울특별시,1414,1515,1,1,12,1
서울특별시,1241,1222,2,3,3,0
서울특별시,1478,1587,3,0,12,2
서울특별시,1681,2037,2,6,2,4
서울특별시,1491,1727,3,1,6,2
서울특별시,1082,1002,1,1,1,2
서울특별시,1682,2341,2,3,3,5
서울특별시,1473,2030,2,2,6,2
서울특별시,1630,2167,0,0,6,1
서울특별시,1412,2072,2,0,6,5
서울특별시,1799,1900,3,3,6,1
서울특별시,1383,1713,0,0,3,1
서울특별시,905,1256,1,0,8,1
서울특별시,968,1089,1,1,2,3
서울특별시,1094,1295,2,0,5,4
서울특별시,1799,1901,1,0,8,2
서울특별시,1231,1400,0,3,1,2
서울특별시,1446,1821,1,0,7,3
서울특별시,1577,2003,1,0,6,1
서울특별시,1610,1963,2,3,3,1
서울특별시,1556,1777,2,3,4,1
서울특별시,1431,1921,2,6,4,10
서울특별시,1077,1130,2,1,1,2
서울특별시,1497,1968,2,1,7,2
서울특별시,1408,1815,1,4,1,2
서울특별시,1162,1627,2,1,6,4
서울특별시,1311,1803,1,0,3,3
서울특별시,937,1369,1,1,5,0
서울특별시,1181,1359,3,1,2,5
서울특별시,1074,1364,1,3,5,2
서울특별시,1274,1695,3,2,3,1
서울특별시,1447,2279,4,1,8,2
서울특별시,1479,1720,5,3,2,5
서울특별시,1539,1760,4,2,4,0
서울특별시,1370,1614,2,0,6,3
서울특별시,1693,1876,1,3,1,1
서울특별시,1286,1456,1,1,1,2
서울특별시,1113,1240,4,2,4,1
서울특별시,1245,1329,0,2,3,0
서울특별시,1005,1101,0,1,1,2
서울특별시,944,1159,4,1,5,0
서울특별시,1101,1497,0,0,4,3
서울특별시,1432,1433,2,3,3,4
서울특별시,1250,1174,2,0,8,5
서울특별시,1142,1158,0,2,2,0
서울특별시,1389,1261,4,0,1,1
서울특별시,1278,1490,4,1,3,3
서울특별시,1410,1327,3,1,3,2
서울특별시,1345,1414,2,3,4,2
서울특별시,1301,1297,2,0,4,0
서울특별시,1405,1549,1,1,1,2
서울특별시,1452,1656,0,0,3,1
서울특별시,1277,1412,1,3,5,1
서울특별시,1642,1731,2,1,4,3
서울특별시,1196,1161,2,0,3,2
서울특별시,1969,2146,2,2,5,4
서울특별시,920,1050,1,3,3,0
서울특별시,1355,1693,0,1,9,2
서울특별시,789,895,2,1,2,3
서울특별시,1018,1362,0,0,3,2
서울특별시,1036,1293,1,2,5,6
서울특별시,935,1247,1,1,3,2
서울특별시,1150,1439,4,1,5,3
서울특별시,1135,1589,0,1,6,2
서울특별시,812,1101,4,1,4,1
서울특별시,615,680,0,0,0,1
서울특별시,958,1305,1,1,6,5
서울특별시,1162,1583,2,1,5,0
서울특별시,667,872,2,2,6,0
서울특별시,1415,1508,1,2,2,4
서울특별시,1110,1229,3,1,8,1
서울특별시,1022,1271,0,3,4,1
서울특별시,1024,1323,2,2,0,0
서울특별시,789,936,1,0,1,4
서울특별시,1015,1261,2,3,5,1
서울특별시,1224,1515,0,2,1,3
서울특별시,1260,1629,2,2,4,1
서울특별시,1175,1645,1,1,4,3
서울특별시,954,1125,3,0,3,0
서울특별시,1201,1439,1,2,3,1
서울특별시,1143,1471,5,0,5,2
서울특별시,1106,1401,2,1,7,2
서울특별시,925,1267,6,2,2,2
서울특별시,959,1292,0,3,8,2
서울특별시,1056,1284,0,1,4,0
서울특별시,1050,1325,2,0,3,4
서울특별시,963,1132,3,1,4,1
서울특별시,1119,1346,3,2,8,2
서울특별시,1138,1406,2,0,4,1
서울특별시,1129,1528,1,2,7,1
서울특별시,979,1230,2,0,4,0
서울특별시,1188,1879,3,0,5,2
서울특별시,1005,1215,0,0,3,1
서울특별시,1177,1793,1,1,4,0
서울특별시,951,1291,1,1,5,0
서울특별시,881,1315,0,1,10,2
서울특별시,822,1256,1,1,5,2
서울특별시,1195,1335,0,1,1,1
서울특별시,1062,1292,2,1,4,3
서울특별시,1265,1384,2,1,4,2
서울특별시,1114,1382,4,1,2,1
서울특별시,883,941,1,1,0,0
서울특별시,1351,1568,1,2,6,1
서울특별시,924,1108,3,2,4,5
서울특별시,1137,1337,8,1,4,0
서울특별시,952,1148,2,3,5,5
서울특별시,865,1262,1,0,2,0
서울특별시,1057,1113,1,1,5,2
서울특별시,1244,1673,1,0,5,1
서울특별시,887,1048,2,3,4,4
서울특별시,1296,1460,6,0,3,5
서울특별시,1347,1595,4,3,4,1
서울특별시,1162,1369,2,1,2,2
서울특별시,1221,1574,0,1,4,3
서울특별시,1050,1341,0,0,2,2
서울특별시,1208,1334,3,1,5,3
서울특별시,1459,1610,7,2,4,1
서울특별시,1629,1519,3,1,6,1
서울특별시,1465,1479,4,2,6,3
서울특별시,1605,1339,1,1,7,4
서울특별시,1179,1273,3,1,2,0
서울특별시,1346,1316,4,0,7,1
서울특별시,823,917,2,1,2,0
서울특별시,1162,1224,2,0,5,1
서울특별시,1140,1182,2,2,1,1
서울특별시,1128,1244,1,0,5,2
서울특별시,1205,1296,1,1,4,3
서울특별시,1240,1292,3,1,3,1
서울특별시,1687,1497,4,2,8,2
서울특별시,1628,1702,1,1,4,7
서울특별시,1505,1619,4,4,7,1
서울특별시,1550,1442,2,1,2,1
서울특별시,1092,1101,1,2,4,2
서울특별시,1136,1226,0,1,3,1
서울특별시,1141,1209,4,2,1,0
서울특별시,1081,1071,1,6,0,0
서울특별시,1037,1083,1,0,6,1
서울특별시,1323,1376,2,3,4,4
서울특별시,1268,1444,2,1,4,3
서울특별시,1427,1624,1,1,6,1
서울특별시,1065,1281,5,0,1,5
서울특별시,1239,1413,1,1,4,1
서울특별시,1303,1480,1,2,4,2
서울특별시,1185,1253,0,0,8,1
서울특별시,1333,1273,2,1,10,0
서울특별시,1316,1468,1,2,3,3
서울특별시,1323,1351,4,5,8,5
서울특별시,1077,1048,2,0,6,1
서울특별시,1282,1416,0,6,4,1
서울특별시,1077,1316,2,3,2,0
서울특별시,1612,1769,0,0,4,0
서울특별시,1244,1589,0,3,4,5
서울특별시,1103,1252,1,2,4,3
서울특별시,1280,1367,0,0,7,3
서울특별시,1514,1605,2,0,3,1
서울특별시,1663,1763,1,1,3,2
서울특별시,1492,1498,1,1,10,5
서울특별시,1674,1758,2,2,7,2
서울특별시,1212,1377,3,2,5,5
서울특별시,1342,1290,1,3,4,1
서울특별시,1267,1464,0,1,6,2
서울특별시,1614,1593,2,0,4,3
서울특별시,1863,1929,0,1,5,0
서울특별시,2138,1742,2,2,8,5
서울특별시,1117,1205,1,0,5,3
서울특별시,1019,1103,1,0,4,2
서울특별시,1048,1101,3,3,1,3
서울특별시,1089,1163,3,2,3,1
서울특별시,1015,1089,2,0,2,2
서울특별시,1083,1243,4,0,2,2
서울특별시,1309,1628,2,0,6,1
서울특별시,1426,1483,1,6,3,0
서울특별시,1662,1568,1,2,4,1
서울특별시,1193,1267,1,1,7,0
서울특별시,1196,1175,4,1,4,3
서울특별시,1153,1384,1,3,6,1
서울특별시,1373,1418,0,4,2,1
서울특별시,1509,1692,1,3,6,4
서울특별시,971,1133,2,1,3,0
서울특별시,1076,1217,2,0,2,2
서울특별시,1528,1857,1,0,9,2
서울특별시,1668,1866,0,1,6,1
서울특별시,1130,1529,2,4,4,2
서울특별시,1256,1388,1,1,3,1
서울특별시,1526,1702,1,3,4,3
서울특별시,1396,1746,3,3,5,3
서울특별시,1499,1560,0,3,8,1
서울특별시,1433,1884,3,3,5,3
서울특별시,1387,1608,3,1,1,1
서울특별시,1055,1000,0,3,1,3
서울특별시,1304,1614,1,3,6,0
서울특별시,817,940,1,0,3,2
서울특별시,1114,1180,2,2,5,3
서울특별시,1300,1778,2,1,13,1
서울특별시,1038,1424,0,6,3,2
서울특별시,1761,1711,5,2,8,2
서울특별시,1646,1864,3,2,8,4
서울특별시,1317,1560,1,2,5,2
서울특별시,1579,1817,1,3,13,0
서울특별시,1224,1514,0,2,5,4
서울특별시,1034,1376,2,2,3,4
서울특별시,1289,1483,1,1,4,5
