시도명,새누리당 박근혜,민주통합당 문재인,무소속 박종선,무소속 김소연,무소속 강지원,무소속 김순자
대구광역시,1848,435,0,2,5,2
대구광역시,1229,263,1,0,3,1
대구광역시,1566,346,0,0,2,3
대구광역시,1690,383,2,1,3,4
대구광역시,1913,514,2,0,4,2
대구광역시,1939,358,0,2,5,0
대구광역시,2188,760,0,0,6,0
대구광역시,1731,320,0,3,4,5
대구광역시,2711,733,0,0,2,6
대구광역시,2293,515,0,3,8,1
대구광역시,1623,334,0,1,1,2
대구광역시,1793,348,0,1,2,1
대구광역시,1674,353,0,0,4,3
대구광역시,1560,309,2,1,0,1
대구광역시,1712,328,0,2,1,1
대구광역시,1630,317,1,0,2,0
대구광역시,2139,555,1,1,1,0
대구광역시,1685,288,0,4,5,2
대구광역시,1428,278,0,1,4,2
대구광역시,1974,424,0,0,1,2
대구광역시,1794,386,0,0,1,3
대구광역시,1456,316,1,0,1,0
대구광역시,2464,751,0,1,6,3
대구광역시,1811,315,0,1,3,4
대구광역시,925,337,0,1,0,5
대구광역시,2002,356,1,0,5,7
대구광역시,1581,420,0,0,1,6
대구광역시,1860,352,0,0,3,3
대구광역시,2504,532,0,1,5,1
대구광역시,2355,455,0,0,1,5
대구광역시,2376,431,0,2,1,6
대구광역시,1557,345,2,0,0,3
대구광역시,1805,333,0,0,2,1
대구광역시,1418,277,0,0,0,3
대구광역시,2134,488,0,1,5,1
대구광역시,2104,390,0,1,2,2
대구광역시,1952,406,0,0,4,3
대구광역시,1817,395,1,1,3,1
대구광역시,1996,457,0,0,2,4
대구광역시,2151,613,0,1,4,4
대구광역시,1514,380,2,0,2,2
대구광역시,1703,386,0,1,4,4
대구광역시,2461,540,2,2,2,5
대구광역시,1899,428,0,1,2,2
대구광역시,1836,365,0,0,2,3
대구광역시,1652,362,0,1,0,3
대구광역시,1883,303,0,2,2,2
대구광역시,2204,430,0,4,2,6
대구광역시,2111,448,0,0,0,3
대구광역시,2432,499,0,0,4,4
대구광역시,2672,591,0,0,2,6
대구광역시,2187,592,0,2,6,5
대구광역시,2000,508,0,2,3,2
대구광역시,2204,627,1,0,3,4
대구광역시,2564,1007,1,0,5,4
대구광역시,2176,895,1,2,3,1
대구광역시,2235,498,2,0,4,5
대구광역시,2164,555,1,2,2,4
대구광역시,1257,219,0,0,0,2
대구광역시,1695,352,0,0,4,3
대구광역시,2257,617,1,0,5,4
대구광역시,2779,839,0,1,7,3
대구광역시,2564,909,0,1,4,4
대구광역시,2680,607,2,2,2,5
대구광역시,2287,776,1,0,7,3
대구광역시,314,43,1,0,0,0
대구광역시,2180,1087,0,1,3,3
대구광역시,2602,1027,0,4,7,1
대구광역시,2207,827,1,2,8,4
대구광역시,2183,310,0,2,5,7
대구광역시,2549,638,0,0,7,2
대구광역시,2486,680,3,0,5,3
대구광역시,1031,165,1,0,2,4
대구광역시,2297,439,1,1,3,4
대구광역시,2085,453,1,1,4,5
대구광역시,2127,327,1,0,2,2
대구광역시,2395,436,0,3,3,7
대구광역시,2262,328,1,1,1,4
대구광역시,2306,368,1,0,0,8
대구광역시,1574,300,1,0,10,0
대구광역시,2221,540,0,1,5,0
대구광역시,2438,592,1,1,1,4
대구광역시,2026,403,0,2,1,4
대구광역시,2090,379,0,0,1,4
대구광역시,2006,301,0,1,2,4
대구광역시,1779,270,1,1,3,4
대구광역시,1565,256,0,1,0,3
대구광역시,1522,229,0,2,0,2
대구광역시,2237,322,2,2,2,3
대구광역시,2355,324,1,1,4,7
대구광역시,2327,372,0,1,0,4
대구광역시,2233,358,1,0,6,4
대구광역시,2167,391,1,1,4,7
대구광역시,2163,409,0,0,9,1
대구광역시,2256,336,0,0,0,8
대구광역시,2230,318,0,0,0,5
대구광역시,2585,444,0,0,3,3
대구광역시,2739,462,2,1,2,3
대구광역시,1704,271,0,0,0,2
대구광역시,1827,270,0,0,1,2
대구광역시,1935,312,1,2,3,1
대구광역시,2223,308,0,0,3,11
대구광역시,1568,282,0,1,1,4
대구광역시,1660,287,0,1,0,2
대구광역시,1905,296,3,1,2,4
대구광역시,2680,671,1,2,6,3
대구광역시,2048,405,0,0,1,3
대구광역시,1971,344,1,0,4,4
대구광역시,1993,274,0,0,1,4
대구광역시,1908,314,1,0,1,5
대구광역시,1885,404,1,1,0,4
대구광역시,2672,595,3,1,5,4
대구광역시,2570,431,1,1,9,5
대구광역시,2573,504,0,2,3,3
대구광역시,2714,569,0,1,0,1
대구광역시,2095,331,0,0,4,6
대구광역시,2286,389,0,0,3,2
대구광역시,1817,289,0,1,2,3
대구광역시,1801,293,1,0,1,4
대구광역시,1573,256,0,2,1,3
대구광역시,1074,177,1,1,0,3
대구광역시,2445,439,1,1,3,2
대구광역시,2393,510,0,3,2,0
대구광역시,2188,424,0,0,5,5
대구광역시,2961,778,2,1,7,4
대구광역시,587,85,0,0,0,1
대구광역시,551,72,0,0,0,7
대구광역시,1907,268,0,1,5,3
대구광역시,2071,321,0,2,6,2
대구광역시,2122,295,1,1,1,4
대구광역시,1693,338,1,0,2,1
대구광역시,2171,489,1,1,6,3
대구광역시,1825,536,0,1,10,0
대구광역시,2084,473,0,0,4,5
대구광역시,1407,246,0,0,4,3
대구광역시,1950,379,0,0,1,3
대구광역시,1808,424,1,3,2,6
대구광역시,1497,250,1,1,3,4
대구광역시,1465,304,0,0,1,2
대구광역시,1946,392,0,0,1,3
대구광역시,2035,442,0,0,3,3
대구광역시,2408,472,1,1,3,3
대구광역시,2542,549,2,0,5,1
대구광역시,2022,447,0,1,5,1
대구광역시,2257,479,1,0,3,1
대구광역시,2176,512,2,1,4,2
대구광역시,1794,411,1,0,2,3
대구광역시,2405,620,0,3,7,1
대구광역시,1706,585,2,2,2,2
대구광역시,1494,346,0,0,3,2
대구광역시,1800,469,1,1,3,4
대구광역시,1723,398,2,1,3,7
대구광역시,2091,479,0,0,2,8
대구광역시,1935,411,1,2,1,4
대구광역시,1936,359,1,0,2,7
대구광역시,1899,373,1,2,1,5
대구광역시,1971,336,1,3,4,3
대구광역시,1876,358,0,0,1,2
대구광역시,1725,247,0,0,6,6
대구광역시,1390,307,0,0,1,3
대구광역시,1565,358,0,1,0,4
대구광역시,1801,394,1,2,2,1
대구광역시,1372,279,0,0,7,1
대구광역시,1644,388,1,1,4,1
대구광역시,1943,419,0,2,6,2
대구광역시,1798,414,1,2,1,7
대구광역시,2085,498,2,0,6,3
대구광역시,1955,425,0,0,5,4
대구광역시,2125,572,0,0,4,3
대구광역시,1943,478,1,1,3,1
대구광역시,1947,461,0,0,2,3
대구광역시,1566,338,0,0,3,2
대구광역시,1978,446,0,3,2,5
대구광역시,1875,380,1,1,2,4
대구광역시,1728,322,1,0,4,4
대구광역시,1741,366,0,3,5,3
대구광역시,1744,355,0,0,1,1
대구광역시,2098,382,2,0,3,3
대구광역시,2359,365,1,1,2,3
대구광역시,1868,704,1,2,5,4
대구광역시,1441,253,0,0,3,1
대구광역시,2815,756,1,0,9,6
대구광역시,1822,489,0,0,0,0
대구광역시,1622,247,1,1,3,1
대구광역시,1552,256,2,0,1,3
대구광역시,2562,559,1,1,6,4
대구광역시,2579,599,1,0,7,1
대구광역시,3047,965,0,1,4,1
대구광역시,1975,297,1,1,0,4
대구광역시,2680,595,0,3,2,1
대구광역시,2859,675,0,0,4,2
대구광역시,2970,782,0,1,4,6
대구광역시,1402,214,0,1,1,1
대구광역시,2292,352,0,0,8,1
대구광역시,2004,264,0,0,0,2
대구광역시,1345,172,0,0,0,1
대구광역시,2349,364,1,3,4,2
대구광역시,2429,439,1,0,4,3
대구광역시,2154,369,0,2,1,3
대구광역시,2174,474,0,1,3,3
대구광역시,1968,440,0,0,1,5
대구광역시,2772,647,0,1,7,3
대구광역시,2308,720,2,2,8,4
대구광역시,2757,576,0,0,1,5
대구광역시,1854,392,0,1,4,3
대구광역시,1982,368,0,2,2,3
대구광역시,1810,357,0,0,2,1
대구광역시,1851,506,1,2,3,3
대구광역시,1819,593,0,1,3,7
대구광역시,2441,785,1,1,4,7
대구광역시,1833,482,0,0,2,6
대구광역시,2270,732,0,3,11,2
대구광역시,2547,619,0,0,2,1
대구광역시,2187,596,1,1,4,2
대구광역시,2496,590,1,1,3,6
대구광역시,2083,447,0,0,2,2
대구광역시,1913,503,0,0,1,5
대구광역시,2493,612,1,1,3,5
대구광역시,2664,663,1,2,2,3
대구광역시,2473,437,1,1,3,12
대구광역시,2268,457,0,0,1,4
대구광역시,2708,790,0,1,6,2
대구광역시,2077,563,1,0,3,4
대구광역시,2489,731,0,0,6,3
대구광역시,1585,390,1,1,3,3
대구광역시,1640,554,0,0,5,2
대구광역시,2814,798,0,1,8,3
대구광역시,1164,173,0,0,3,4
대구광역시,3119,806,1,1,5,2
대구광역시,3045,637,0,3,2,6
대구광역시,732,100,0,1,1,3
대구광역시,2240,459,0,0,2,3
대구광역시,2545,576,0,1,5,6
대구광역시,3168,709,1,1,5,7
대구광역시,1509,349,0,0,4,1
대구광역시,2198,513,0,3,3,2
대구광역시,2394,688,0,0,4,5
대구광역시,2883,652,0,1,6,2
대구광역시,2529,528,0,1,5,2
대구광역시,2317,534,0,1,3,2
대구광역시,2545,590,0,0,7,3
대구광역시,2637,708,1,1,4,4
대구광역시,2027,412,0,0,2,1
대구광역시,2542,684,0,0,6,0
대구광역시,2151,505,0,0,4,0
대구광역시,2125,569,0,2,3,3
대구광역시,2278,718,0,1,6,2
대구광역시,2415,756,0,1,6,2
대구광역시,2324,785,1,1,4,7
대구광역시,2656,921,0,1,3,4
대구광역시,2595,491,1,2,2,2
대구광역시,2844,666,1,0,2,2
대구광역시,2263,522,2,1,3,3
대구광역시,2611,625,0,1,4,4
대구광역시,2580,632,3,1,2,3
대구광역시,2881,806,0,1,7,5
대구광역시,2841,736,0,0,5,2
대구광역시,2857,661,0,1,4,5
대구광역시,2915,728,2,3,8,3
대구광역시,2238,615,1,2,4,2
대구광역시,1803,536,0,1,1,4
대구광역시,1974,661,1,1,6,1
대구광역시,2202,671,0,1,5,3
대구광역시,2804,961,0,3,3,3
대구광역시,2381,794,0,0,5,3
대구광역시,2963,843,1,1,5,4
대구광역시,1932,527,1,0,1,5
대구광역시,2262,750,0,0,3,2
대구광역시,1988,659,0,3,2,0
대구광역시,1998,697,1,0,4,1
대구광역시,2882,685,0,1,4,4
대구광역시,2745,662,0,1,10,1
대구광역시,3421,881,1,2,7,4
대구광역시,1569,462,0,0,5,1
대구광역시,1634,384,1,1,2,4
대구광역시,1533,339,0,0,0,2
대구광역시,2199,325,0,0,2,0
대구광역시,2866,816,0,0,3,1
대구광역시,2631,741,1,3,4,2
대구광역시,1968,449,0,0,2,6
대구광역시,2379,786,0,0,7,2
대구광역시,2037,467,0,4,4,3
대구광역시,2267,647,0,0,5,3
대구광역시,2262,601,0,2,3,2
대구광역시,2434,777,0,0,7,0
대구광역시,1856,483,0,1,6,2
대구광역시,2707,713,0,0,6,3
대구광역시,3190,729,0,0,4,1
대구광역시,2726,771,0,0,4,2
대구광역시,1898,408,1,0,5,0
대구광역시,1997,450,3,0,2,4
대구광역시,3194,708,2,2,4,2
대구광역시,2225,538,0,0,3,3
대구광역시,1998,522,1,1,5,2
대구광역시,2938,883,1,1,6,0
대구광역시,1712,559,0,1,2,1
대구광역시,2322,562,0,1,3,5
대구광역시,2594,566,2,0,7,2
대구광역시,2527,482,0,0,3,3
대구광역시,3268,760,0,1,9,2
대구광역시,3111,673,0,1,5,9
대구광역시,2690,683,1,0,5,4
대구광역시,2441,561,0,1,3,4
대구광역시,1759,350,1,0,6,2
대구광역시,2049,528,0,0,2,2
대구광역시,2878,694,0,0,11,1
대구광역시,1533,331,2,0,4,3
대구광역시,2713,727,0,0,3,2
대구광역시,2472,790,1,0,7,1
대구광역시,1971,618,0,0,2,2
대구광역시,2289,479,0,0,9,3
대구광역시,1946,449,4,2,1,1
대구광역시,2164,469,0,2,2,1
대구광역시,1887,374,0,0,6,3
대구광역시,1804,327,1,0,3,1
대구광역시,1658,311,0,1,2,1
대구광역시,1734,363,0,0,3,1
대구광역시,1992,456,1,1,3,0
대구광역시,2575,521,0,1,2,2
대구광역시,2345,482,0,1,4,4
대구광역시,1721,375,0,1,4,2
대구광역시,2449,562,0,0,2,5
대구광역시,2258,473,0,1,5,3
대구광역시,2326,500,1,0,2,1
대구광역시,2108,477,0,2,3,2
대구광역시,2055,514,1,1,3,2
대구광역시,2439,520,0,2,2,1
대구광역시,2305,552,0,3,7,2
대구광역시,1555,398,0,1,1,1
대구광역시,1774,361,0,0,1,6
대구광역시,2676,633,1,3,10,3
대구광역시,2383,568,0,1,4,3
대구광역시,2327,527,1,2,2,3
대구광역시,2197,541,1,1,8,2
대구광역시,2764,693,2,0,5,1
대구광역시,2303,595,0,1,4,0
대구광역시,2076,468,0,1,4,1
대구광역시,2093,560,0,0,4,2
대구광역시,1950,392,0,0,1,4
대구광역시,1534,299,0,0,3,6
대구광역시,2118,576,1,1,4,3
대구광역시,2038,458,0,1,5,1
대구광역시,2277,572,0,0,2,2
대구광역시,1938,588,0,0,5,3
대구광역시,2426,655,1,1,4,1
대구광역시,2240,554,0,0,3,2
대구광역시,1512,508,0,2,5,2
대구광역시,2283,624,0,2,3,2
대구광역시,2271,721,1,1,4,2
대구광역시,1914,632,1,0,3,2
대구광역시,2447,719,0,2,10,1
대구광역시,2859,1041,1,1,10,4
대구광역시,2300,936,1,1,3,2
대구광역시,2521,714,0,2,7,2
대구광역시,2641,871,0,3,4,3
대구광역시,2747,777,0,1,1,0
대구광역시,2736,1018,0,1,9,1
대구광역시,3063,964,0,1,10,3
대구광역시,2632,749,1,0,6,3
대구광역시,2394,670,0,1,3,5
대구광역시,2455,854,0,0,9,6
대구광역시,2908,1005,0,2,6,1
대구광역시,2527,820,1,0,1,6
대구광역시,2962,933,0,2,2,4
대구광역시,2835,551,0,2,1,8
대구광역시,2043,383,1,0,2,6
대구광역시,2604,483,1,2,1,6
대구광역시,2907,982,0,1,9,3
대구광역시,3106,756,2,0,1,5
대구광역시,1680,281,0,1,2,2
대구광역시,1917,323,1,5,6,4
대구광역시,2079,326,2,2,4,7
대구광역시,1926,398,0,2,3,2
대구광역시,2246,505,2,1,0,5
대구광역시,2551,574,0,0,5,5
대구광역시,1795,394,0,1,3,1
대구광역시,1570,300,0,1,1,3
대구광역시,3064,759,1,2,4,2
대구광역시,2540,604,0,1,3,1
대구광역시,2975,747,0,0,3,4
대구광역시,2955,902,1,3,2,3
대구광역시,2127,442,1,1,1,3
대구광역시,2555,471,0,1,4,4
대구광역시,1918,353,0,0,3,3
대구광역시,2594,652,1,2,3,4
대구광역시,3289,851,0,2,1,4
대구광역시,1846,373,0,0,5,1
대구광역시,2675,491,2,0,1,2
대구광역시,1811,389,2,1,3,2
대구광역시,2292,445,0,0,4,4
대구광역시,2053,421,1,1,3,3
대구광역시,2621,615,0,4,3,1
대구광역시,1459,287,0,1,3,3
대구광역시,2994,839,1,1,1,4
대구광역시,2067,494,0,1,2,2
대구광역시,2326,519,0,0,1,2
대구광역시,2579,638,1,2,2,1
대구광역시,1964,475,1,1,3,2
대구광역시,2467,612,0,0,5,3
대구광역시,2346,598,0,1,1,2
대구광역시,2587,582,1,0,1,3
대구광역시,2712,710,0,0,3,0
대구광역시,2100,465,0,0,0,2
대구광역시,2661,665,1,0,4,4
대구광역시,1572,413,0,1,1,1
대구광역시,2531,714,1,2,0,2
대구광역시,2939,739,1,0,9,4
대구광역시,2169,608,0,1,1,1
대구광역시,2497,651,2,1,2,5
대구광역시,1833,410,0,2,2,2
대구광역시,1686,387,0,2,0,2
대구광역시,2339,675,1,0,11,3
대구광역시,2007,497,1,1,2,4
대구광역시,2057,547,2,1,2,2
대구광역시,2959,786,1,2,6,5
대구광역시,2111,613,0,3,1,2
대구광역시,2363,646,2,1,6,2
대구광역시,2713,605,2,2,5,2
대구광역시,2741,567,0,2,5,5
대구광역시,2235,568,1,6,3,3
대구광역시,1348,345,1,1,4,0
대구광역시,1146,310,0,1,0,1
대구광역시,1966,409,0,2,2,10
대구광역시,2289,499,2,2,4,3
대구광역시,2559,605,1,0,6,1
대구광역시,1916,639,0,2,2,2
대구광역시,2978,762,0,0,3,5
대구광역시,1273,391,0,3,0,1
대구광역시,2720,955,1,0,3,3
대구광역시,1848,594,0,0,4,4
대구광역시,2295,760,1,1,3,3
대구광역시,1791,650,1,3,6,2
대구광역시,2636,657,1,1,7,1
대구광역시,1840,465,0,0,5,4
대구광역시,2418,865,1,0,5,1
대구광역시,1105,423,0,1,1,1
대구광역시,1597,266,2,0,0,4
대구광역시,1823,407,0,0,3,3
대구광역시,1972,416,0,0,5,7
대구광역시,2227,505,0,2,3,0
대구광역시,1498,307,0,3,4,6
대구광역시,1717,422,1,0,1,3
대구광역시,2934,753,0,2,3,3
대구광역시,2638,531,0,0,4,1
대구광역시,2700,507,1,0,0,1
대구광역시,2509,618,0,1,3,6
대구광역시,2470,722,2,2,1,4
대구광역시,2470,629,1,1,6,2
대구광역시,2490,640,0,1,3,4
대구광역시,1894,459,0,2,1,1
대구광역시,2367,754,0,0,4,5
대구광역시,2927,644,1,0,3,4
대구광역시,1423,473,2,2,1,0
대구광역시,2800,714,0,2,6,1
대구광역시,1799,421,0,0,3,2
대구광역시,2466,674,0,2,4,2
대구광역시,1658,420,1,2,2,0
대구광역시,1567,404,0,0,5,3
대구광역시,2698,640,0,1,5,1
대구광역시,2609,793,1,0,4,2
대구광역시,2490,670,0,1,2,5
대구광역시,1736,488,0,1,4,0
대구광역시,1851,728,0,3,4,2
대구광역시,2053,446,0,1,1,2
대구광역시,2033,439,0,0,3,4
대구광역시,1996,424,0,0,5,5
대구광역시,2454,637,0,0,4,2
대구광역시,1909,446,0,0,1,5
대구광역시,2228,438,0,0,3,3
대구광역시,1877,427,0,1,1,1
대구광역시,2185,495,0,2,1,1
대구광역시,2302,380,2,1,1,5
대구광역시,1781,399,0,1,4,1
대구광역시,2251,592,3,0,7,5
대구광역시,1987,565,1,0,5,5
대구광역시,2191,609,1,1,4,2
대구광역시,1974,502,0,1,5,1
대구광역시,1780,503,1,3,2,0
대구광역시,1934,518,0,2,7,1
대구광역시,2098,576,0,2,3,3
대구광역시,2508,693,0,0,4,3
대구광역시,1803,438,0,0,2,4
대구광역시,1691,542,0,1,2,2
대구광역시,2272,398,2,0,2,2
대구광역시,2185,400,0,2,4,0
대구광역시,2391,492,0,0,5,4
대구광역시,2624,578,0,1,1,7
대구광역시,2235,433,2,0,4,1
대구광역시,2112,438,0,1,2,2
대구광역시,1682,347,1,0,5,1
대구광역시,2016,458,1,2,2,3
대구광역시,1974,501,0,1,2,3
대구광역시,1953,439,1,1,2,2
대구광역시,1977,392,0,0,1,2
대구광역시,1557,322,0,0,0,0
대구광역시,2457,527,0,0,7,1
대구광역시,1788,441,0,2,4,2
대구광역시,2181,370,0,1,2,4
대구광역시,2586,468,0,2,5,8
대구광역시,2756,543,0,1,3,5
대구광역시,2221,404,0,1,5,3
대구광역시,1893,473,1,0,4,2
대구광역시,2543,723,0,0,1,3
대구광역시,2747,619,0,0,9,2
대구광역시,939,159,1,0,4,0
대구광역시,1927,295,0,1,1,3
대구광역시,2982,712,1,0,6,5
대구광역시,2098,564,2,1,1,2
대구광역시,1400,401,0,0,3,1
대구광역시,2146,711,0,0,5,2
대구광역시,1373,143,0,1,1,10
대구광역시,747,107,1,1,1,4
대구광역시,1766,404,1,1,3,2
대구광역시,1255,313,0,0,1,1
대구광역시,1805,495,0,2,2,1
대구광역시,1844,432,0,0,4,7
대구광역시,1630,396,0,0,6,6
대구광역시,3082,803,2,4,6,5
대구광역시,1998,642,0,2,5,5
대구광역시,2076,459,0,3,6,2
대구광역시,518,76,0,0,0,3
대구광역시,1940,517,0,0,4,2
대구광역시,2031,542,1,0,1,1
대구광역시,2511,499,2,2,4,5
대구광역시,2869,741,0,3,6,3
대구광역시,1931,467,0,1,2,2
대구광역시,2521,722,1,2,3,4
대구광역시,2741,965,1,2,3,1
대구광역시,2178,553,1,1,4,2
대구광역시,2002,684,0,0,4,2
대구광역시,1322,291,1,0,2,1
대구광역시,1088,218,1,1,2,6
대구광역시,1445,240,0,0,0,9
대구광역시,786,125,1,0,2,7
대구광역시,1321,184,0,0,0,5
대구광역시,1241,208,0,0,4,10
대구광역시,2035,339,0,0,0,4
대구광역시,1586,199,0,0,0,6
대구광역시,2322,362,0,1,2,8
대구광역시,1630,320,1,0,1,6
대구광역시,1740,336,0,0,1,5
대구광역시,1328,203,2,0,0,3
대구광역시,708,100,1,0,0,10
대구광역시,631,54,0,1,1,2
대구광역시,935,111,0,0,3,7
대구광역시,1070,141,2,0,5,13
대구광역시,626,62,1,1,0,9
대구광역시,2025,573,1,1,1,8
인천광역시,1131,847,0,1,7,2
인천광역시,1054,561,1,2,4,0
인천광역시,439,325,0,0,1,1
인천광역시,1101,719,0,1,5,0
인천광역시,1225,836,0,2,7,0
인천광역시,1230,741,2,0,3,2
인천광역시,1544,1172,1,0,6,1
인천광역시,274,243,0,0,0,0
인천광역시,1295,1061,0,3,7,4
인천광역시,861,539,0,0,2,2
인천광역시,903,626,0,0,2,2
인천광역시,818,478,0,0,0,3
인천광역시,1510,1044,0,0,10,4
인천광역시,782,417,0,0,2,2
인천광역시,1590,1087,1,0,2,1
인천광역시,1000,718,1,1,6,1
인천광역시,425,256,0,0,3,2
인천광역시,1231,953,0,2,6,5
인천광역시,745,496,1,2,3,1
인천광역시,997,528,0,1,3,0
인천광역시,482,585,0,1,3,0
인천광역시,863,476,1,0,5,1
인천광역시,997,521,0,0,1,3
인천광역시,893,1154,0,1,3,2
인천광역시,937,1664,0,2,5,1
인천광역시,837,1239,0,2,5,7
인천광역시,872,1254,1,2,3,3
인천광역시,650,900,1,0,3,2
인천광역시,886,1428,1,1,2,4
인천광역시,970,411,1,0,2,0
인천광역시,823,337,0,0,1,2
인천광역시,394,111,0,0,1,2
인천광역시,44,6,0,0,0,0
인천광역시,968,705,0,1,2,2
인천광역시,1329,1280,0,1,3,5
인천광역시,1287,853,0,1,4,3
인천광역시,1422,1055,3,3,7,2
인천광역시,1015,772,1,0,3,6
인천광역시,1124,857,1,0,2,3
인천광역시,1187,920,1,0,2,2
인천광역시,1383,925,0,1,2,2
인천광역시,1270,1133,2,1,4,2
인천광역시,1293,1489,1,4,6,4
인천광역시,845,642,0,1,0,3
인천광역시,813,580,0,1,2,3
인천광역시,629,441,0,1,1,1
인천광역시,570,327,0,1,1,2
인천광역시,654,401,0,0,1,1
인천광역시,815,456,0,0,0,3
인천광역시,1020,779,0,2,1,3
인천광역시,1141,627,1,0,5,2
인천광역시,881,1265,0,2,6,1
인천광역시,660,428,0,1,3,4
인천광역시,1131,1074,1,2,0,3
인천광역시,1013,553,1,0,1,4
인천광역시,1429,1521,0,1,5,5
인천광역시,720,419,1,0,2,3
인천광역시,760,474,0,1,3,1
인천광역시,1363,908,2,0,6,1
인천광역시,1442,1043,1,3,7,2
인천광역시,1278,804,1,3,3,0
인천광역시,1612,1110,0,0,3,5
인천광역시,2200,1277,0,1,2,7
인천광역시,2028,1397,1,1,6,5
인천광역시,1626,1163,1,0,6,5
인천광역시,1618,1198,2,1,9,3
인천광역시,1406,957,1,2,3,1
인천광역시,1301,933,0,1,4,5
인천광역시,1680,1168,2,3,4,1
인천광역시,991,940,0,4,1,2
인천광역시,1280,1143,1,3,9,2
인천광역시,1237,1127,1,5,2,1
인천광역시,944,600,0,0,2,1
인천광역시,1690,1239,1,0,1,4
인천광역시,1805,1500,0,2,11,6
인천광역시,1548,963,0,1,5,3
인천광역시,1452,1086,1,2,7,4
인천광역시,1647,1413,2,0,6,1
인천광역시,1564,1261,2,2,5,5
인천광역시,1306,969,1,1,1,3
인천광역시,1507,1144,1,0,2,2
인천광역시,1939,1632,0,4,1,1
인천광역시,2049,1581,1,1,6,3
인천광역시,1299,1367,2,1,3,0
인천광역시,1983,1479,0,1,4,3
인천광역시,1264,1096,2,1,2,5
인천광역시,1752,1310,2,1,12,3
인천광역시,1549,1427,0,1,7,2
인천광역시,1206,1093,0,0,1,4
인천광역시,1289,1048,1,1,3,4
인천광역시,2071,2042,1,2,8,6
인천광역시,1191,917,1,0,3,2
인천광역시,1249,906,1,0,7,2
인천광역시,1419,1302,0,1,6,0
인천광역시,1643,1222,1,1,5,4
인천광역시,1582,1317,0,1,10,4
인천광역시,1832,1509,1,0,1,2
인천광역시,1496,1195,0,0,7,3
인천광역시,1324,1122,0,2,2,1
인천광역시,1448,1117,3,2,3,0
인천광역시,1196,911,1,0,2,2
인천광역시,1659,1346,0,1,5,4
인천광역시,1536,1378,0,3,2,6
인천광역시,969,607,0,0,4,6
인천광역시,1167,864,0,2,2,3
인천광역시,1677,1812,1,4,3,0
인천광역시,1661,1620,3,2,3,8
인천광역시,1773,1321,1,3,6,2
인천광역시,1774,1261,1,1,6,2
인천광역시,1430,1150,0,0,7,2
인천광역시,1662,1177,1,0,3,6
인천광역시,1464,1055,2,1,5,0
인천광역시,1314,1042,1,3,4,4
인천광역시,1459,1044,0,0,5,3
인천광역시,1298,871,0,1,2,3
인천광역시,1682,1301,0,1,10,4
인천광역시,1705,1219,1,1,4,3
인천광역시,1478,969,0,0,3,5
인천광역시,1508,954,0,2,1,1
인천광역시,1553,1127,0,5,2,4
인천광역시,1460,1373,0,1,6,7
인천광역시,1518,1495,3,3,10,2
인천광역시,1164,1106,1,0,1,3
인천광역시,1164,1121,2,1,2,7
인천광역시,1500,1593,2,1,1,6
인천광역시,1058,1096,1,0,4,1
인천광역시,1293,1228,0,2,3,3
인천광역시,1195,896,0,1,3,2
인천광역시,1285,1462,2,0,5,3
인천광역시,1572,1650,1,2,4,4
인천광역시,1392,1071,0,0,6,2
인천광역시,1372,1112,1,1,4,2
인천광역시,1169,954,0,1,1,2
인천광역시,1158,955,4,0,1,2
인천광역시,1371,1264,1,0,4,3
인천광역시,1278,1175,1,1,4,3
인천광역시,1554,1281,1,4,5,2
인천광역시,1633,1347,1,0,2,7
인천광역시,1549,1352,1,2,7,3
인천광역시,2077,1251,1,1,4,0
인천광역시,1249,1049,0,1,5,1
인천광역시,1337,1146,0,1,3,5
인천광역시,1425,1468,0,1,2,5
인천광역시,1388,1375,1,1,3,6
인천광역시,1262,1165,0,2,3,4
인천광역시,1391,1134,0,1,7,0
인천광역시,1600,1221,1,0,6,2
인천광역시,962,617,0,4,4,1
인천광역시,1383,962,0,3,4,4
인천광역시,1495,1457,0,1,0,0
인천광역시,1634,1467,2,0,8,3
인천광역시,1288,943,1,0,6,2
인천광역시,1173,911,0,0,4,0
인천광역시,1982,1392,0,1,4,3
인천광역시,1422,1511,1,0,4,0
인천광역시,1632,1509,2,1,2,1
인천광역시,1286,1133,0,0,6,1
인천광역시,1573,1199,0,0,4,3
인천광역시,1603,1285,1,2,8,5
인천광역시,778,743,0,1,1,1
인천광역시,1458,1216,2,2,6,7
인천광역시,1372,1200,1,0,6,3
인천광역시,1412,1389,1,2,4,4
인천광역시,1441,1112,1,1,3,3
인천광역시,884,799,0,0,1,1
인천광역시,1113,969,1,1,2,0
인천광역시,899,793,2,1,2,4
인천광역시,1675,1352,0,3,7,2
인천광역시,1405,1550,0,2,4,1
인천광역시,1397,1176,3,1,8,11
인천광역시,926,1156,1,1,1,1
인천광역시,1207,1302,0,4,5,2
인천광역시,798,693,0,0,6,0
인천광역시,1469,1464,0,2,3,4
인천광역시,1193,1470,2,2,2,2
인천광역시,1222,1207,0,3,3,5
인천광역시,1138,790,1,1,3,4
인천광역시,1033,1145,0,1,6,1
인천광역시,1830,1428,0,2,1,6
인천광역시,1288,1082,0,2,4,3
인천광역시,1282,1174,1,0,7,0
인천광역시,1400,1209,2,1,3,4
