시도,구시군,읍면동명,투표구명,"더불어민주당
이재명","국민의힘
윤석열","정의당
심상정","기본소득당
오준호","국가혁명당 
허경영","노동당
이백윤","새누리당
옥은호","신자유민주연합
김경재","우리공화당
조원진","진보당
김재연","통일한국당
이경희","한류연합당
김민찬"
경기도,화성시,,봉담읍제1투,546,788,32,0,15,0,1,0,0,0,1,1
경기도,화성시,,봉담읍제2투,352,464,16,1,8,0,0,0,0,2,1,0
경기도,화성시,,봉담읍제3투,701,611,39,0,23,1,1,0,0,2,0,0
경기도,화성시,,봉담읍제4투,649,524,29,3,14,0,0,0,0,2,0,0
경기도,화성시,,봉담읍제5투,787,821,47,0,27,1,1,2,3,0,0,3
경기도,화성시,,봉담읍제6투,974,792,43,0,33,0,0,0,1,3,0,0
경기도,화성시,,봉담읍제7투,673,590,31,1,17,1,0,0,0,0,0,0
경기도,화성시,,봉담읍제8투,939,645,47,1,24,2,0,1,0,1,1,2
경기도,화성시,,봉담읍제9투,1022,702,75,0,12,0,0,0,0,1,0,1
경기도,화성시,,봉담읍제10투,841,708,42,0,19,0,0,1,3,1,0,0
경기도,화성시,,봉담읍제11투,836,734,36,0,23,0,0,0,5,3,0,1
경기도,화성시,,봉담읍제12투,1118,745,47,2,19,0,0,0,1,1,0,2
경기도,화성시,,봉담읍제13투,908,571,51,1,14,0,0,0,0,1,2,3
경기도,화성시,,봉담읍제14투,1475,901,71,0,30,0,0,1,1,0,1,1
경기도,화성시,,봉담읍제15투,898,745,53,0,18,1,0,2,3,0,1,0
경기도,화성시,,봉담읍제16투,795,752,45,0,12,0,0,0,0,0,0,2
경기도,화성시,,봉담읍제17투,1480,839,76,2,33,0,0,0,3,4,1,3
경기도,화성시,,봉담읍제18투,839,580,37,1,14,1,1,0,0,1,0,1
경기도,화성시,,관내사전투표,2561,2207,117,2,36,3,1,6,2,9,4,0
경기도,화성시,,우정읍제1투,782,601,38,1,18,0,0,0,0,0,1,0
경기도,화성시,,우정읍제2투,328,589,9,0,9,0,0,0,2,2,0,1
경기도,화성시,,우정읍제3투,492,548,25,1,7,0,1,0,0,1,0,3
경기도,화성시,,우정읍제4투,347,260,20,0,16,0,0,0,0,3,1,0
경기도,화성시,,우정읍제5투,245,318,13,0,7,1,0,0,1,1,0,0
경기도,화성시,,우정읍제6투,220,324,17,1,9,1,0,1,2,1,1,1
경기도,화성시,,관내사전투표,7585,4138,266,7,82,0,1,0,4,16,3,1
경기도,화성시,,향남읍제1투,518,648,20,1,15,0,0,0,1,0,0,1
경기도,화성시,,향남읍제2투,1133,1098,58,0,30,0,0,0,2,1,1,1
경기도,화성시,,향남읍제3투,185,329,6,0,4,0,0,0,0,0,0,0
경기도,화성시,,향남읍제4투,231,402,19,0,6,0,0,1,0,2,0,0
경기도,화성시,,향남읍제5투,699,649,36,0,20,0,1,0,1,4,0,0
경기도,화성시,,향남읍제6투,645,565,34,0,17,1,0,0,2,2,0,0
경기도,화성시,,향남읍제7투,670,538,45,2,9,2,0,0,0,1,2,3
경기도,화성시,,향남읍제8투,853,803,31,1,12,0,0,0,0,0,0,2
경기도,화성시,,향남읍제9투,1045,653,46,0,15,0,0,0,0,4,3,1
경기도,화성시,,향남읍제10투,859,431,30,0,8,1,0,0,0,4,3,0
경기도,화성시,,향남읍제11투,779,503,30,2,10,0,0,0,1,3,0,0
경기도,화성시,,향남읍제12투,699,420,38,1,25,1,0,0,1,1,1,1
경기도,화성시,,향남읍제13투,705,447,32,1,5,1,0,0,0,5,0,0
경기도,화성시,,향남읍제14투,1237,606,40,0,9,0,0,0,0,4,0,0
경기도,화성시,,향남읍제15투,1478,958,49,2,38,0,1,0,1,0,0,1
경기도,화성시,,향남읍제16투,1576,866,54,0,31,1,0,0,4,2,0,0
경기도,화성시,,향남읍제17투,1144,806,33,1,20,0,0,2,0,0,0,0
경기도,화성시,,향남읍제18투,1125,835,44,1,41,0,0,1,0,1,1,2
경기도,화성시,,향남읍제19투,770,536,27,0,7,0,0,0,3,1,0,0
경기도,화성시,,관내사전투표,845,988,25,1,18,0,0,0,4,0,0,0
경기도,화성시,,매송면제1투,383,570,17,1,13,0,0,0,1,0,1,1
경기도,화성시,,매송면제2투,333,399,13,0,13,0,0,1,2,2,0,0
경기도,화성시,,매송면제3투,312,411,8,0,7,0,0,0,1,0,0,0
경기도,화성시,,관내사전투표,997,1035,37,0,11,0,0,0,0,3,0,0
경기도,화성시,,비봉면제1투,472,716,18,0,17,1,0,1,0,4,0,0
경기도,화성시,,비봉면제2투,213,363,10,0,4,0,0,0,1,3,1,0
경기도,화성시,,비봉면제3투,103,245,10,0,4,0,0,0,0,0,0,0
경기도,화성시,,관내사전투표,1225,1238,38,1,21,1,0,1,0,3,1,1
경기도,화성시,,마도면제1투,537,658,18,1,15,1,1,0,2,1,0,0
경기도,화성시,,마도면제2투,285,472,10,0,20,0,0,1,0,0,0,0
경기도,화성시,,관내사전투표,1340,1663,62,1,15,0,0,0,4,5,3,1
경기도,화성시,,송산면제1투,697,1059,40,0,25,0,0,0,2,3,0,0
경기도,화성시,,송산면제2투,152,455,8,0,10,0,0,0,2,1,0,0
경기도,화성시,,송산면제3투,282,626,15,0,6,0,0,0,2,0,1,1
경기도,화성시,,관내사전투표,973,1086,30,1,11,2,0,0,2,2,1,0
경기도,화성시,,서신면제1투,278,474,11,0,15,0,1,1,2,0,0,0
경기도,화성시,,서신면제2투,291,526,10,0,6,0,0,0,1,0,0,0
경기도,화성시,,서신면제3투,192,377,11,0,11,0,0,0,5,4,1,0
경기도,화성시,,관내사전투표,2418,2000,75,0,38,1,1,1,1,3,0,4
경기도,화성시,,팔탄면제1투,657,803,25,0,19,1,0,0,1,2,0,0
경기도,화성시,,팔탄면제2투,301,465,21,0,7,0,0,0,0,0,1,1
경기도,화성시,,팔탄면제3투,252,449,9,0,4,0,0,0,0,2,0,1
경기도,화성시,,관내사전투표,1075,973,39,1,22,1,1,0,1,4,1,0
경기도,화성시,,장안면제1투,320,438,18,0,10,0,0,0,1,1,1,1
경기도,화성시,,장안면제2투,271,416,14,2,9,0,0,0,0,0,1,2
경기도,화성시,,장안면제3투,206,310,11,0,10,0,0,0,0,1,0,0
경기도,화성시,,장안면제4투,161,252,8,0,8,0,0,0,0,0,0,0
경기도,화성시,,장안면제5투,363,339,16,1,8,1,0,0,0,0,0,0
경기도,화성시,,관내사전투표,1224,1045,41,1,20,1,1,0,1,1,2,0
경기도,화성시,,양감면제1투,250,357,10,2,7,0,0,1,0,1,0,0
경기도,화성시,,양감면제2투,227,472,10,0,7,0,0,1,1,0,0,0
경기도,화성시,,관내사전투표,1500,1475,52,2,29,3,1,1,0,1,1,1
경기도,화성시,,정남면제1투,394,672,18,0,20,0,0,0,0,4,0,2
경기도,화성시,,정남면제2투,269,462,11,0,12,0,0,0,0,0,1,3
경기도,화성시,,정남면제3투,394,653,27,2,11,1,0,0,2,1,0,0
경기도,화성시,,정남면제4투,491,382,23,0,20,0,0,0,2,1,2,0
경기도,화성시,,관내사전투표,4389,3494,157,2,59,3,0,1,0,7,1,3
경기도,화성시,,남양읍제1투,1178,1005,64,2,28,0,0,0,1,0,1,1
경기도,화성시,,남양읍제2투,975,1036,48,1,39,0,0,1,3,3,2,0
경기도,화성시,,남양읍제3투,733,899,38,0,24,1,1,0,0,0,0,1
경기도,화성시,,남양읍제4투,170,359,12,0,3,1,0,1,1,0,0,0
경기도,화성시,,남양읍제5투,1302,1014,66,2,38,3,0,1,1,1,1,3
경기도,화성시,,남양읍제6투,1093,897,50,0,22,0,1,0,1,1,0,0
경기도,화성시,,남양읍제7투,1239,1051,76,0,23,0,1,0,0,1,0,1
경기도,화성시,,관내사전투표,3040,2321,85,1,36,1,1,0,2,5,2,1
경기도,화성시,,진안동제1투,722,768,34,0,16,0,0,0,1,3,0,2
경기도,화성시,,진안동제2투,671,610,37,0,22,0,0,0,1,2,0,0
경기도,화성시,,진안동제3투,773,779,48,1,12,1,1,1,2,4,0,1
경기도,화성시,,진안동제4투,1247,919,56,0,28,2,0,0,1,1,1,2
경기도,화성시,,진안동제5투,1067,877,42,0,17,1,0,0,0,2,1,3
경기도,화성시,,진안동제6투,1452,1107,65,3,15,0,0,2,2,3,0,0
경기도,화성시,,진안동제7투,576,595,33,2,26,0,0,0,0,0,0,0
경기도,화성시,,진안동제8투,956,828,41,0,4,0,0,0,0,0,1,1
경기도,화성시,,진안동제9투,541,395,22,0,12,0,0,0,2,2,1,1
경기도,화성시,,관내사전투표,4455,3155,160,1,29,0,0,0,3,4,0,1
경기도,화성시,,병점1동제1투,1117,820,60,1,25,0,0,1,2,3,0,0
경기도,화성시,,병점1동제2투,749,752,37,0,23,0,0,0,1,0,0,2
경기도,화성시,,병점1동제3투,941,935,63,1,25,0,0,0,2,2,0,0
경기도,화성시,,병점1동제4투,1115,921,45,0,17,0,0,0,0,3,0,0
경기도,화성시,,병점1동제5투,899,836,54,1,17,0,1,0,0,3,0,0
경기도,화성시,,병점1동제6투,1563,1326,96,1,16,0,0,0,3,3,0,0
경기도,화성시,,관내사전투표,3888,2159,142,2,30,1,1,0,2,4,2,2
경기도,화성시,,병점2동제1투,1064,813,68,0,26,2,0,0,1,4,1,1
경기도,화성시,,병점2동제2투,1225,965,57,0,11,1,0,0,0,0,1,1
경기도,화성시,,병점2동제3투,964,730,57,0,18,0,0,0,2,0,1,0
경기도,화성시,,병점2동제4투,913,661,36,1,21,1,0,1,2,3,0,0
경기도,화성시,,관내사전투표,3396,2445,136,1,17,0,1,0,0,1,1,2
경기도,화성시,,반월동제1투,742,766,43,2,9,0,0,0,0,1,0,0
경기도,화성시,,반월동제2투,846,884,44,0,15,0,0,0,1,1,2,0
경기도,화성시,,반월동제3투,882,916,49,0,12,0,0,0,3,0,0,0
경기도,화성시,,반월동제4투,1296,874,64,1,14,0,0,0,4,3,0,0
경기도,화성시,,반월동제5투,1309,1193,70,0,17,0,0,0,1,0,1,2
경기도,화성시,,반월동제6투,427,295,14,0,6,0,0,0,0,0,0,1
경기도,화성시,,관내사전투표,3149,1873,115,2,27,0,1,0,0,5,1,2
경기도,화성시,,기배동제1투,556,486,47,0,12,0,0,0,1,0,0,2
경기도,화성시,,기배동제2투,1059,899,73,3,25,0,1,0,3,1,0,2
경기도,화성시,,기배동제3투,723,620,37,2,11,0,0,1,1,0,0,0
경기도,화성시,,관내사전투표,3227,2298,106,0,29,2,0,0,1,5,0,1
경기도,화성시,,화산동제1투,629,633,37,0,18,0,0,0,2,1,0,1
경기도,화성시,,화산동제2투,745,667,32,2,25,3,1,0,0,0,1,0
경기도,화성시,,화산동제3투,901,774,31,0,29,0,0,0,2,0,1,2
경기도,화성시,,화산동제4투,518,607,35,0,17,0,0,1,2,0,0,0
경기도,화성시,,화산동제5투,874,701,35,1,10,0,0,0,0,2,0,0
경기도,화성시,,관내사전투표,4823,3705,198,2,28,0,0,0,0,2,0,1
경기도,화성시,,동탄1동제1투,675,666,38,1,7,0,0,0,0,2,1,0
경기도,화성시,,동탄1동제2투,934,959,43,0,10,0,0,1,0,1,0,1
경기도,화성시,,동탄1동제3투,739,665,28,1,9,0,0,0,0,1,0,0
경기도,화성시,,동탄1동제4투,1124,934,65,0,9,0,1,1,0,0,1,0
경기도,화성시,,동탄1동제5투,757,745,47,0,13,0,0,0,0,1,0,1
경기도,화성시,,동탄1동제6투,1025,934,53,0,8,2,0,1,0,0,1,1
경기도,화성시,,동탄1동제7투,881,704,49,0,10,0,0,1,0,2,0,0
경기도,화성시,,동탄1동제8투,846,1129,42,1,5,1,0,1,0,0,1,1
경기도,화성시,,동탄1동제9투,731,700,38,0,7,1,0,0,0,1,0,0
경기도,화성시,,동탄1동제10투,907,1249,57,1,11,0,0,0,0,1,0,1
경기도,화성시,,관내사전투표,4522,2663,138,3,12,3,0,0,0,5,1,0
경기도,화성시,,동탄2동제1투,1105,1041,74,0,6,0,0,1,0,0,0,0
경기도,화성시,,동탄2동제2투,809,581,40,0,9,0,0,1,3,2,0,1
경기도,화성시,,동탄2동제3투,1108,1008,65,1,14,0,0,0,0,0,1,0
경기도,화성시,,동탄2동제4투,1018,966,61,1,9,2,1,0,0,1,0,2
경기도,화성시,,동탄2동제5투,949,788,47,0,19,0,1,2,4,1,0,0
경기도,화성시,,동탄2동제6투,1482,1049,64,1,11,1,1,0,1,2,0,2
경기도,화성시,,관내사전투표,6499,4006,289,5,40,2,0,0,3,3,1,0
경기도,화성시,,동탄3동제1투,1102,700,55,1,12,0,0,0,2,0,1,1
경기도,화성시,,동탄3동제2투,1097,831,61,0,17,0,1,1,1,1,4,1
경기도,화성시,,동탄3동제3투,1123,1208,60,2,29,2,0,0,0,0,1,2
경기도,화성시,,동탄3동제4투,1198,943,56,0,9,0,2,1,1,1,0,0
경기도,화성시,,동탄3동제5투,1487,1056,59,3,14,0,0,0,0,1,0,0
경기도,화성시,,동탄3동제6투,1286,905,72,1,8,0,0,0,1,0,1,1
경기도,화성시,,관내사전투표,6213,4280,220,0,32,0,0,0,0,10,2,1
경기도,화성시,,동탄4동제1투,1287,1068,76,1,9,0,0,0,0,1,0,0
경기도,화성시,,동탄4동제2투,933,865,55,0,7,0,0,0,0,0,0,0
경기도,화성시,,동탄4동제3투,1139,1247,69,0,6,0,0,0,0,3,0,0
경기도,화성시,,동탄4동제4투,755,826,43,0,1,0,0,0,0,5,0,0
경기도,화성시,,동탄4동제5투,808,905,48,0,5,0,0,0,1,3,0,0
경기도,화성시,,동탄4동제6투,1010,729,62,0,4,0,0,0,0,1,0,0
경기도,화성시,,동탄4동제7투,1322,1162,64,0,9,0,0,1,0,1,0,1
경기도,화성시,,동탄4동제8투,1122,1040,55,0,5,0,1,0,3,1,0,0
경기도,화성시,,동탄4동제9투,865,932,49,0,6,0,0,0,0,0,0,2
경기도,화성시,,관내사전투표,3282,1982,120,0,16,0,1,0,0,3,0,0
경기도,화성시,,새솔동제1투,964,751,47,1,11,0,1,0,0,0,0,0
경기도,화성시,,새솔동제2투,1291,1064,53,3,15,0,0,0,0,0,1,2
경기도,화성시,,새솔동제3투,1217,933,61,1,23,1,1,0,0,1,0,0
경기도,화성시,,새솔동제4투,585,512,35,0,7,1,1,0,1,1,0,0
경기도,화성시,,관내사전투표,4544,3268,175,7,33,1,0,0,1,2,1,1
경기도,화성시,,동탄5동제1투,849,796,55,0,7,1,0,1,1,0,1,0
경기도,화성시,,동탄5동제2투,1075,970,64,0,7,0,0,0,0,1,0,2
경기도,화성시,,동탄5동제3투,720,770,40,1,10,0,0,0,0,1,2,0
경기도,화성시,,동탄5동제4투,1035,946,58,1,6,2,0,0,0,0,0,1
경기도,화성시,,동탄5동제5투,1145,899,69,0,9,0,0,1,1,0,0,0
경기도,화성시,,동탄5동제6투,793,723,42,0,17,0,0,1,1,3,0,0
경기도,화성시,,동탄5동제7투,1088,1020,57,1,12,0,0,1,0,0,1,0
경기도,화성시,,동탄5동제8투,1233,1065,66,3,25,0,1,0,0,0,1,1
경기도,화성시,,동탄5동제9투,499,452,46,1,12,0,0,0,1,1,0,0
경기도,화성시,,관내사전투표,3907,2812,154,2,19,0,0,2,0,4,0,0
경기도,화성시,,동탄6동제1투,782,967,48,0,12,0,0,0,1,0,0,0
경기도,화성시,,동탄6동제2투,686,705,45,0,16,0,1,1,0,2,0,1
경기도,화성시,,동탄6동제3투,966,902,53,4,11,0,0,1,0,2,0,0
경기도,화성시,,동탄6동제4투,926,1175,68,1,11,0,0,1,1,0,0,0
경기도,화성시,,동탄6동제5투,1368,1247,77,1,18,0,0,0,1,0,0,0
경기도,화성시,,동탄6동제6투,1015,1231,61,1,9,0,0,1,0,2,0,0
경기도,화성시,,관내사전투표,6747,4708,244,4,28,3,1,1,0,4,1,0
경기도,화성시,,동탄7동제1투,1316,983,72,0,3,1,0,0,1,5,0,1
경기도,화성시,,동탄7동제2투,704,982,48,0,3,0,0,0,2,0,0,0
경기도,화성시,,동탄7동제3투,793,760,31,0,8,0,2,0,0,0,0,0
경기도,화성시,,동탄7동제4투,1052,1223,56,0,13,1,0,0,0,3,0,0
경기도,화성시,,동탄7동제5투,764,853,31,1,9,0,0,0,0,1,0,0
경기도,화성시,,동탄7동제6투,1492,1340,87,0,21,0,0,2,1,3,2,0
경기도,화성시,,동탄7동제7투,1377,895,73,1,17,0,0,1,1,2,0,1
경기도,화성시,,동탄7동제8투,1449,1254,72,2,16,0,0,1,2,0,0,1
경기도,화성시,,동탄7동제9투,1498,1303,92,0,15,0,0,0,2,0,0,1
경기도,화성시,,동탄7동제10투,1296,989,71,0,15,0,1,1,0,0,0,0
경기도,화성시,,동탄7동제11투,1339,844,54,0,11,0,0,0,1,0,1,0
경기도,화성시,,동탄7동제12투,1409,1119,59,0,8,0,0,1,3,0,1,0
경기도,화성시,,동탄7동제13투,1172,831,58,3,25,0,0,1,0,0,0,0
경기도,화성시,,관내사전투표,3989,2564,159,0,34,0,0,1,1,4,1,1
경기도,화성시,,동탄8동제1투,1438,883,80,0,11,0,0,0,1,2,1,0
경기도,화성시,,동탄8동제2투,1171,774,58,0,10,0,0,1,0,4,0,0
경기도,화성시,,동탄8동제3투,783,789,35,2,7,0,1,0,2,0,0,1
경기도,화성시,,동탄8동제4투,728,674,44,0,6,1,1,0,0,0,0,0
경기도,화성시,,동탄8동제5투,698,609,51,1,5,0,0,1,1,2,0,0
경기도,화성시,,동탄8동제6투,940,873,71,0,12,0,0,1,1,2,0,0
경기도,시흥시,,관내사전투표,4188,2894,141,2,29,0,0,2,2,6,1,1
경기도,시흥시,,대야동제1투,1063,914,48,0,25,0,0,0,1,2,1,1
경기도,시흥시,,대야동제2투,610,646,25,0,15,0,0,0,3,4,0,1
경기도,시흥시,,대야동제3투,915,729,36,0,20,1,1,0,5,3,2,2
경기도,시흥시,,대야동제4투,1370,1104,82,2,18,1,1,1,4,2,0,0
경기도,시흥시,,대야동제5투,52,200,1,0,2,0,0,0,1,0,0,0
경기도,시흥시,,대야동제6투,881,711,54,0,14,1,2,0,0,1,1,1
경기도,시흥시,,대야동제7투,1077,914,55,1,10,2,0,1,2,4,1,0
경기도,시흥시,,대야동제8투,1047,1007,61,0,13,0,1,0,0,1,0,2
경기도,시흥시,,대야동제9투,1234,825,60,1,20,0,0,1,2,0,0,1
경기도,시흥시,,대야동제10투,1383,1363,66,4,11,0,0,1,4,2,0,1
경기도,시흥시,,관내사전투표,3857,2521,101,0,46,3,0,0,3,8,1,2
경기도,시흥시,,신천동제1투,492,448,22,0,16,0,0,1,0,1,1,0
경기도,시흥시,,신천동제2투,1200,1098,68,2,40,0,0,0,3,1,2,2
경기도,시흥시,,신천동제3투,603,507,30,0,12,0,0,1,1,0,0,1
경기도,시흥시,,신천동제4투,914,727,35,2,26,0,0,0,0,6,4,0
경기도,시흥시,,신천동제5투,782,542,36,0,4,0,0,0,2,1,0,3
경기도,시흥시,,신천동제6투,717,567,22,1,13,0,0,0,3,0,0,0
경기도,시흥시,,신천동제7투,1240,1004,65,1,12,0,1,0,3,2,0,2
경기도,시흥시,,신천동제8투,1119,895,63,1,26,1,0,0,4,0,1,2
경기도,시흥시,,관내사전투표,1842,1423,56,3,13,1,0,0,0,6,1,0
경기도,시흥시,,신현동제1투,368,381,26,0,11,0,0,0,0,1,0,0
경기도,시흥시,,신현동제2투,476,513,23,0,13,0,0,0,1,0,0,2
경기도,시흥시,,신현동제3투,639,651,26,1,24,0,0,0,2,2,0,0
경기도,시흥시,,신현동제4투,52,152,1,0,2,0,0,0,0,0,0,2
경기도,시흥시,,관내사전투표,5634,3121,200,7,48,2,1,1,1,7,0,1
경기도,시흥시,,은행동제1투,764,643,36,0,16,1,1,0,5,1,0,1
경기도,시흥시,,은행동제2투,1144,873,47,0,33,0,1,1,3,2,0,4
경기도,시흥시,,은행동제3투,1131,857,53,0,15,0,0,0,1,2,1,0
경기도,시흥시,,은행동제4투,1505,1054,77,2,21,0,0,0,0,2,0,1
경기도,시흥시,,은행동제5투,1067,977,56,1,12,0,0,1,0,1,0,1
경기도,시흥시,,은행동제6투,1029,682,54,1,12,0,0,0,2,7,1,0
경기도,시흥시,,은행동제7투,1658,887,52,0,13,0,0,0,0,1,0,0
경기도,시흥시,,은행동제8투,1325,990,71,0,15,0,0,0,2,0,0,0
경기도,시흥시,,은행동제9투,1231,698,70,0,22,0,0,0,0,1,0,0
경기도,시흥시,,은행동제10투,829,605,22,0,19,0,0,0,1,1,0,1
경기도,시흥시,,은행동제11투,633,449,42,0,7,0,0,0,0,0,0,0
경기도,시흥시,,관내사전투표,2130,1381,51,3,16,0,1,0,1,5,0,3
경기도,시흥시,,매화동제1투,911,692,28,2,23,0,0,0,7,2,1,2
경기도,시흥시,,매화동제2투,538,559,16,1,6,0,1,0,2,1,0,0
경기도,시흥시,,매화동제3투,614,485,16,0,19,3,0,0,2,0,0,0
경기도,시흥시,,관내사전투표,4582,2769,109,3,22,0,0,0,2,3,0,3
경기도,시흥시,,목감동제1투,851,861,48,2,11,1,4,1,3,5,0,0
경기도,시흥시,,목감동제2투,365,379,11,0,5,0,0,0,0,0,0,0
경기도,시흥시,,목감동제3투,914,842,41,2,22,0,0,3,3,1,1,2
경기도,시흥시,,목감동제4투,882,622,53,2,18,0,0,1,0,2,0,1
경기도,시흥시,,목감동제5투,1324,638,59,0,26,0,0,1,0,0,0,0
경기도,시흥시,,목감동제6투,1267,1087,54,2,8,0,0,0,1,2,0,0
경기도,시흥시,,목감동제7투,1301,955,64,0,14,0,0,0,3,0,0,1
경기도,시흥시,,목감동제8투,1469,1136,75,1,12,1,2,0,0,7,0,1
경기도,시흥시,,관내사전투표,2279,1455,73,3,25,0,0,0,1,2,1,3
경기도,시흥시,,군자동제1투,916,718,53,1,28,1,1,0,3,2,1,2
경기도,시흥시,,군자동제2투,749,520,32,1,13,0,0,2,3,2,1,2
경기도,시흥시,,군자동제3투,882,667,21,2,34,0,1,1,3,2,2,0
경기도,시흥시,,군자동제4투,947,656,35,2,21,0,1,1,4,6,1,0
경기도,시흥시,,군자동제5투,732,563,29,1,11,1,0,1,1,0,0,2
경기도,시흥시,,관내사전투표,2421,1384,73,5,46,0,0,2,4,4,0,2
경기도,시흥시,,정왕본동제1투,478,363,15,2,24,0,0,0,0,1,0,0
경기도,시흥시,,정왕본동제2투,635,520,23,3,37,0,0,1,0,0,0,1
경기도,시흥시,,정왕본동제3투,289,207,9,1,7,0,0,0,1,0,0,0
경기도,시흥시,,정왕본동제4투,332,196,6,0,13,0,0,0,3,0,0,1
경기도,시흥시,,정왕본동제5투,336,174,6,0,8,0,0,0,0,0,0,0
경기도,시흥시,,정왕본동제6투,1198,867,53,2,14,0,0,1,2,0,0,0
경기도,시흥시,,관내사전투표,2858,1571,87,2,31,1,1,0,3,3,0,2
경기도,시흥시,,정왕1동제1투,702,459,35,1,13,0,1,0,3,2,0,0
경기도,시흥시,,정왕1동제2투,617,497,27,2,24,0,1,0,2,5,1,0
경기도,시흥시,,정왕1동제3투,467,330,16,0,14,0,0,0,0,0,1,2
경기도,시흥시,,정왕1동제4투,420,272,5,0,17,1,0,0,2,0,0,0
경기도,시흥시,,정왕1동제5투,638,408,16,0,12,0,0,0,2,1,1,0
경기도,시흥시,,정왕1동제6투,992,705,39,0,21,0,0,0,0,1,0,2
경기도,시흥시,,관내사전투표,3600,1868,109,3,28,0,0,0,4,2,0,1
경기도,시흥시,,정왕2동제1투,1004,590,55,1,14,1,0,0,0,3,1,1
경기도,시흥시,,정왕2동제2투,1359,1007,69,0,24,0,1,0,3,2,0,2
경기도,시흥시,,정왕2동제3투,860,640,43,2,28,0,1,1,1,4,0,0
경기도,시흥시,,정왕2동제4투,1039,622,41,1,16,1,0,0,1,2,1,1
경기도,시흥시,,정왕2동제5투,915,689,32,0,12,1,0,1,2,2,0,1
경기도,시흥시,,정왕2동제6투,1081,693,37,3,28,0,1,0,1,2,1,4
경기도,시흥시,,관내사전투표,3672,2022,103,0,35,2,0,1,2,4,0,4
경기도,시흥시,,정왕3동제1투,892,634,34,1,10,0,0,0,1,4,1,0
경기도,시흥시,,정왕3동제2투,956,611,43,3,13,0,0,0,4,0,1,2
경기도,시흥시,,정왕3동제3투,1127,715,45,2,26,0,0,1,0,1,1,1
경기도,시흥시,,정왕3동제4투,695,467,18,0,15,0,0,0,0,1,0,2
경기도,시흥시,,정왕3동제5투,771,578,31,1,26,1,1,0,1,1,0,0
경기도,시흥시,,관내사전투표,3141,1643,80,1,35,0,0,0,0,4,0,1
경기도,시흥시,,정왕4동제1투,887,697,44,0,12,1,0,0,1,0,0,1
경기도,시흥시,,정왕4동제2투,597,602,22,0,9,0,1,0,2,2,1,0
경기도,시흥시,,정왕4동제3투,897,587,47,1,14,1,1,0,2,2,0,1
경기도,시흥시,,정왕4동제4투,875,569,42,1,15,0,0,0,0,2,0,1
경기도,시흥시,,정왕4동제5투,826,474,41,1,11,0,1,0,2,0,0,0
경기도,시흥시,,관내사전투표,504,498,17,0,5,0,0,0,1,2,0,0
경기도,시흥시,,과림동투표소,175,376,5,0,2,0,0,0,2,0,0,0
경기도,시흥시,,관내사전투표,2721,1354,99,0,12,0,1,0,0,3,1,2
경기도,시흥시,,연성동제1투,829,626,50,1,9,0,0,0,1,0,0,0
경기도,시흥시,,연성동제2투,1164,1031,56,1,14,1,1,0,3,2,1,0
경기도,시흥시,,연성동제3투,1387,867,58,0,16,0,0,0,5,3,0,2
경기도,시흥시,,연성동제4투,889,639,43,0,9,0,0,2,3,4,0,0
경기도,시흥시,,연성동제5투,615,544,31,0,15,0,0,0,1,0,0,0
경기도,시흥시,,연성동제6투,470,284,20,0,5,0,0,0,0,0,1,0
경기도,시흥시,,관내사전투표,3343,2047,111,1,18,2,1,1,1,4,3,1
경기도,시흥시,,능곡동제1투,829,908,39,0,16,0,0,1,2,2,1,0
경기도,시흥시,,능곡동제2투,1030,805,44,2,17,0,0,1,1,2,0,0
경기도,시흥시,,능곡동제3투,871,636,27,1,15,0,0,0,0,2,0,0
경기도,시흥시,,능곡동제4투,823,728,33,0,7,0,0,1,1,3,0,0
경기도,시흥시,,능곡동제5투,801,787,58,0,11,0,0,0,2,2,0,0
경기도,시흥시,,관내사전투표,2407,1498,62,3,18,0,0,0,2,5,1,1
경기도,시흥시,,월곶동제1투,46,100,4,0,1,0,0,0,1,0,0,0
경기도,시흥시,,월곶동제2투,985,915,37,0,33,0,1,2,2,2,0,0
경기도,시흥시,,월곶동제3투,789,543,27,1,23,1,0,0,3,0,0,0
경기도,시흥시,,월곶동제4투,925,769,36,2,14,0,3,0,1,4,0,0
경기도,시흥시,,관내사전투표,3828,2107,109,3,19,1,0,1,0,3,2,5
경기도,시흥시,,장곡동제1투,956,780,48,2,10,0,0,0,0,1,0,0
경기도,시흥시,,장곡동제2투,1153,776,68,1,16,0,0,0,1,1,1,1
경기도,시흥시,,장곡동제3투,1039,708,61,2,22,0,1,0,1,0,1,0
경기도,시흥시,,장곡동제4투,1161,765,59,1,16,0,1,0,3,4,1,0
경기도,시흥시,,장곡동제5투,925,894,47,0,5,0,2,1,0,2,0,0
경기도,시흥시,,장곡동제6투,844,733,28,0,7,0,0,0,0,2,0,2
경기도,시흥시,,관내사전투표,4160,2093,144,0,24,0,0,0,2,2,0,2
경기도,시흥시,,배곧1동제1투,1596,1044,64,1,18,0,2,0,1,0,0,3
경기도,시흥시,,배곧1동제2투,994,716,25,0,9,0,0,0,1,1,0,2
경기도,시흥시,,배곧1동제3투,1030,640,32,0,14,0,0,0,0,2,1,1
경기도,시흥시,,배곧1동제4투,671,462,29,0,6,0,0,0,1,3,0,1
경기도,시흥시,,배곧1동제5투,801,509,48,1,13,0,0,0,2,0,1,0
경기도,시흥시,,배곧1동제6투,945,564,35,1,18,0,0,0,0,0,0,0
