시도,구시군,읍면동명,투표구명,"더불어민주당
이재명","국민의힘
윤석열","정의당
심상정","기본소득당
오준호","국가혁명당 
허경영","노동당
이백윤","새누리당
옥은호","신자유민주연합
김경재","우리공화당
조원진","진보당
김재연","통일한국당
이경희","한류연합당
김민찬"
서울특별시,마포구,,관내사전투표,2852,1760,223,5,21,3,0,1,0,4,1,2
서울특별시,마포구,,성산1동제1투,514,523,44,2,6,1,1,0,2,2,1,0
서울특별시,마포구,,성산1동제2투,821,679,66,0,10,1,0,0,0,1,1,0
서울특별시,마포구,,성산1동제3투,376,441,49,0,11,0,0,0,4,1,0,1
서울특별시,마포구,,성산1동제4투,612,674,58,1,7,1,1,0,0,0,0,0
서울특별시,마포구,,성산1동제5투,587,626,62,1,10,4,1,0,0,1,0,0
서울특별시,마포구,,관내사전투표,3879,2797,193,7,25,0,1,2,2,5,1,0
서울특별시,마포구,,성산2동제1투,644,843,57,2,9,1,0,0,3,1,2,1
서울특별시,마포구,,성산2동제2투,835,943,69,2,14,0,0,0,2,0,1,0
서울특별시,마포구,,성산2동제3투,606,617,50,1,4,1,1,0,2,1,0,0
서울특별시,마포구,,성산2동제4투,759,834,75,1,11,1,0,1,3,3,0,0
서울특별시,마포구,,성산2동제5투,898,744,116,0,1,0,0,0,0,1,0,0
서울특별시,마포구,,성산2동제6투,793,690,36,3,11,0,0,0,1,4,1,1
서울특별시,마포구,,성산2동제7투,721,795,54,1,6,0,0,0,2,2,0,2
서울특별시,마포구,,성산2동제8투,685,840,51,4,8,1,0,0,5,0,0,0
서울특별시,마포구,,성산2동제9투,603,826,56,0,8,2,0,0,2,1,0,0
서울특별시,마포구,,관내사전투표,3369,2514,173,4,17,1,0,2,2,3,1,4
서울특별시,마포구,,상암동제1투,535,689,68,3,14,0,0,1,0,0,1,1
서울특별시,마포구,,상암동제2투,547,655,45,3,10,0,0,0,1,3,0,2
서울특별시,마포구,,상암동제3투,522,686,54,0,0,0,0,0,0,0,0,0
서울특별시,마포구,,상암동제4투,791,1208,56,1,2,0,0,0,0,0,0,1
서울특별시,마포구,,상암동제5투,804,797,62,0,15,1,0,0,0,2,0,0
서울특별시,마포구,,상암동제6투,987,688,60,1,11,0,1,0,3,1,0,1
서울특별시,마포구,,상암동제7투,989,861,79,0,14,0,0,1,3,1,0,0
서울특별시,양천구,,관내사전투표,2995,3531,129,2,14,1,0,0,2,1,0,2
서울특별시,양천구,,목1동제1투,494,1029,47,0,1,0,1,0,1,0,0,0
서울특별시,양천구,,목1동제2투,584,1151,45,0,4,0,0,0,0,0,0,0
서울특별시,양천구,,목1동제3투,820,1088,47,1,16,0,0,0,4,0,0,0
서울특별시,양천구,,목1동제4투,587,1054,42,0,5,0,0,0,4,1,0,0
서울특별시,양천구,,목1동제5투,597,1181,56,1,7,0,1,2,0,0,0,0
서울특별시,양천구,,목1동제6투,497,1219,40,1,4,0,1,0,1,1,2,0
서울특별시,양천구,,관내사전투표,4398,3222,242,2,30,3,0,1,7,3,3,1
서울특별시,양천구,,목2동제1투,509,644,35,0,10,0,0,0,3,1,0,0
서울특별시,양천구,,목2동제2투,505,741,53,1,12,1,0,2,2,0,2,0
서울특별시,양천구,,목2동제3투,654,753,57,2,18,1,0,1,4,0,1,0
서울특별시,양천구,,목2동제4투,631,810,48,1,8,0,0,0,1,0,0,0
서울특별시,양천구,,목2동제5투,460,508,35,0,6,1,1,0,3,0,0,1
서울특별시,양천구,,목2동제6투,484,577,38,2,5,2,0,1,1,1,0,0
서울특별시,양천구,,목2동제7투,547,637,40,0,9,0,0,1,2,0,0,0
서울특별시,양천구,,목2동제8투,535,650,42,1,9,0,1,0,1,1,1,0
서울특별시,양천구,,관내사전투표,3158,2497,163,1,19,2,1,0,2,3,1,0
서울특별시,양천구,,목3동제1투,418,968,27,0,5,0,0,0,1,0,0,1
서울특별시,양천구,,목3동제2투,589,731,60,1,16,0,0,1,3,0,1,0
서울특별시,양천구,,목3동제3투,502,675,42,2,6,0,0,1,5,1,1,0
서울특별시,양천구,,목3동제4투,572,676,39,0,16,1,1,0,2,1,0,1
서울특별시,양천구,,목3동제5투,559,603,44,0,12,0,1,0,0,2,2,0
서울특별시,양천구,,관내사전투표,3798,3156,144,2,22,1,0,3,2,2,1,1
서울특별시,양천구,,목4동제1투,471,686,46,0,3,0,0,0,1,0,0,0
서울특별시,양천구,,목4동제2투,472,585,25,0,4,0,1,0,3,0,0,14
서울특별시,양천구,,목4동제3투,652,790,43,2,9,0,0,1,0,0,1,0
서울특별시,양천구,,목4동제4투,612,675,44,0,15,1,0,0,2,3,1,0
서울특별시,양천구,,목4동제5투,659,748,33,2,16,0,0,3,4,2,0,0
서울특별시,양천구,,목4동제6투,751,880,51,2,8,0,0,1,0,3,1,2
서울특별시,양천구,,관내사전투표,3906,4896,180,1,13,2,0,1,0,3,0,1
서울특별시,양천구,,목5동제1투,368,913,29,0,5,1,0,1,0,1,0,0
서울특별시,양천구,,목5동제2투,593,1230,42,1,4,1,0,1,0,2,0,0
서울특별시,양천구,,목5동제3투,379,1099,46,1,4,0,0,1,0,0,0,1
서울특별시,양천구,,목5동제4투,406,1166,45,1,6,0,0,0,3,0,0,0
서울특별시,양천구,,목5동제5투,428,1008,31,0,1,1,0,0,1,1,0,0
서울특별시,양천구,,목5동제6투,378,860,31,0,1,0,0,6,3,1,0,0
서울특별시,양천구,,목5동제7투,420,1253,36,0,4,0,0,1,0,0,0,0
서울특별시,양천구,,목5동제8투,408,1003,31,0,4,1,0,0,0,0,1,0
서울특별시,양천구,,목5동제9투,650,1050,55,0,2,0,0,1,0,0,1,0
서울특별시,양천구,,관내사전투표,2675,1746,92,2,30,0,0,2,3,3,0,2
서울특별시,양천구,,신월1동제1투,767,711,39,2,13,0,1,1,2,2,0,0
서울특별시,양천구,,신월1동제2투,610,615,47,0,16,0,1,0,1,2,0,1
서울특별시,양천구,,신월1동제3투,583,559,32,0,13,0,0,0,1,1,0,0
서울특별시,양천구,,신월1동제4투,695,681,32,0,23,0,1,0,3,1,1,0
서울특별시,양천구,,신월1동제5투,926,828,60,0,18,0,0,2,1,2,0,0
서울특별시,양천구,,관내사전투표,2529,1983,106,3,16,3,0,0,2,1,0,2
서울특별시,양천구,,신월2동제1투,551,576,29,1,6,1,0,0,2,2,0,0
서울특별시,양천구,,신월2동제2투,363,400,20,0,4,0,0,0,0,0,0,0
서울특별시,양천구,,신월2동제3투,707,1002,45,2,14,2,0,0,0,1,2,0
서울특별시,양천구,,신월2동제4투,702,739,52,2,14,1,0,0,0,0,0,0
서울특별시,양천구,,신월2동제5투,554,586,24,1,14,2,0,0,3,0,0,1
서울특별시,양천구,,관내사전투표,1921,1279,65,2,20,2,0,1,3,3,0,1
서울특별시,양천구,,신월3동제1투,482,497,26,0,14,0,0,0,6,2,0,0
서울특별시,양천구,,신월3동제2투,549,526,40,1,8,0,0,0,3,2,0,0
서울특별시,양천구,,신월3동제3투,396,447,23,1,16,0,1,1,1,1,1,0
서울특별시,양천구,,신월3동제4투,606,572,29,1,18,1,0,0,1,1,0,1
서울특별시,양천구,,관내사전투표,3022,1902,110,1,11,3,1,0,2,2,2,4
서울특별시,양천구,,신월4동제1투,688,763,49,1,16,0,0,0,2,1,0,4
서울특별시,양천구,,신월4동제2투,650,665,37,0,17,1,1,0,1,1,1,1
서울특별시,양천구,,신월4동제3투,782,796,52,2,20,0,0,0,1,0,2,0
서울특별시,양천구,,신월4동제4투,536,539,37,1,10,0,0,2,0,0,0,0
서울특별시,양천구,,관내사전투표,2615,1958,84,6,34,2,0,1,2,5,1,1
서울특별시,양천구,,신월5동제1투,634,704,43,3,14,1,0,0,1,2,0,0
서울특별시,양천구,,신월5동제2투,603,618,40,1,11,0,1,0,2,1,0,0
서울특별시,양천구,,신월5동제3투,681,689,40,3,15,0,0,1,3,0,1,0
서울특별시,양천구,,관내사전투표,3502,2909,130,1,17,1,2,1,1,2,0,1
서울특별시,양천구,,신월6동제1투,462,576,44,1,9,0,0,0,0,1,0,0
서울특별시,양천구,,신월6동제2투,561,820,44,1,9,0,0,0,1,0,0,0
서울특별시,양천구,,신월6동제3투,407,339,20,2,6,0,0,0,2,0,1,0
서울특별시,양천구,,신월6동제4투,462,769,42,2,8,0,0,1,0,3,0,0
서울특별시,양천구,,관내사전투표,3125,2186,124,2,21,1,2,1,1,10,1,0
서울특별시,양천구,,신월7동제1투,477,463,33,1,7,0,0,2,0,0,1,0
서울특별시,양천구,,신월7동제2투,571,564,40,0,15,1,0,0,0,0,0,1
서울특별시,양천구,,신월7동제3투,436,495,25,2,6,0,0,0,1,0,0,0
서울특별시,양천구,,신월7동제4투,384,451,25,1,15,0,0,0,1,1,0,0
서울특별시,양천구,,신월7동제5투,731,700,38,0,7,0,0,1,0,0,0,0
서울특별시,양천구,,신월7동제6투,633,718,28,0,8,0,0,1,0,2,0,1
서울특별시,양천구,,관내사전투표,3110,2762,113,2,13,1,0,0,4,4,1,0
서울특별시,양천구,,신정1동제1투,565,817,46,0,7,0,0,0,1,0,0,1
서울특별시,양천구,,신정1동제2투,544,979,56,1,8,1,1,2,2,0,0,3
서울특별시,양천구,,신정1동제3투,361,1036,45,1,5,0,0,1,2,0,0,0
서울특별시,양천구,,신정1동제4투,419,950,35,0,4,0,0,0,0,0,0,0
서울특별시,양천구,,신정1동제5투,265,680,25,0,2,0,0,0,3,1,0,0
서울특별시,양천구,,관내사전투표,3884,3425,158,4,13,0,0,1,3,4,1,0
서울특별시,양천구,,신정2동제1투,644,862,49,0,5,1,2,0,5,0,0,3
서울특별시,양천구,,신정2동제2투,647,849,33,0,7,0,2,1,2,0,2,1
서울특별시,양천구,,신정2동제3투,686,998,45,0,6,0,0,0,1,0,0,1
서울특별시,양천구,,신정2동제4투,522,808,55,2,14,0,0,1,0,0,0,0
서울특별시,양천구,,관내사전투표,3502,2592,129,1,20,3,3,0,1,3,1,2
서울특별시,양천구,,신정3동제1투,540,665,47,0,9,0,0,1,2,0,1,0
서울특별시,양천구,,신정3동제2투,388,477,25,1,8,0,0,0,0,1,0,0
서울특별시,양천구,,신정3동제3투,652,885,64,2,10,0,0,1,2,0,0,0
서울특별시,양천구,,신정3동제4투,797,816,42,2,15,1,0,1,2,1,1,0
서울특별시,양천구,,신정3동제5투,737,987,48,1,8,0,0,1,3,0,0,0
서울특별시,양천구,,신정3동제6투,732,784,37,0,7,1,0,0,2,0,0,0
서울특별시,양천구,,신정3동제7투,605,837,35,1,6,0,0,1,3,1,0,1
서울특별시,양천구,,신정3동제8투,744,917,44,1,10,0,0,0,0,0,0,2
서울특별시,양천구,,신정3동제9투,950,889,43,1,7,0,0,0,0,0,1,0
서울특별시,양천구,,신정3동제10투,955,812,65,1,10,0,0,0,1,2,0,0
서울특별시,양천구,,신정3동제11투,754,585,34,1,12,2,0,1,1,1,0,0
서울특별시,양천구,,신정3동제12투,680,556,33,0,8,0,1,0,1,1,0,0
서울특별시,양천구,,관내사전투표,3975,2655,161,4,21,3,1,0,5,2,1,3
서울특별시,양천구,,신정4동제1투,875,813,52,1,26,1,0,1,1,0,0,0
서울특별시,양천구,,신정4동제2투,553,606,33,1,14,0,0,2,1,3,1,0
서울특별시,양천구,,신정4동제3투,484,578,40,1,16,1,0,2,0,1,1,0
서울특별시,양천구,,신정4동제4투,636,795,53,1,5,0,1,1,3,1,0,0
서울특별시,양천구,,신정4동제5투,831,778,63,2,19,0,0,0,1,3,1,2
서울특별시,양천구,,신정4동제6투,781,683,45,0,14,1,0,0,0,0,0,1
서울특별시,양천구,,신정4동제7투,668,637,54,1,5,0,0,1,1,0,2,1
서울특별시,양천구,,신정4동제8투,766,865,44,0,15,0,0,1,2,3,0,0
서울특별시,양천구,,관내사전투표,2759,3168,146,3,7,0,0,0,0,1,0,1
서울특별시,양천구,,신정6동제1투,350,835,37,1,3,0,0,0,1,0,0,0
서울특별시,양천구,,신정6동제2투,309,734,22,1,0,0,0,1,0,0,0,0
서울특별시,양천구,,신정6동제3투,599,1317,49,0,4,0,0,0,1,0,0,0
서울특별시,양천구,,신정6동제4투,647,1119,45,0,3,0,0,0,1,0,0,1
서울특별시,양천구,,신정6동제5투,623,1040,47,0,5,0,0,0,0,1,0,0
서울특별시,양천구,,신정6동제6투,392,777,34,1,6,0,0,0,0,0,0,0
서울특별시,양천구,,관내사전투표,2594,2500,103,3,19,0,2,0,0,0,1,3
서울특별시,양천구,,신정7동제1투,345,706,44,1,3,0,1,1,2,0,0,0
서울특별시,양천구,,신정7동제2투,653,933,63,1,6,1,0,0,0,0,0,0
서울특별시,양천구,,신정7동제3투,773,904,29,1,14,0,0,0,1,1,1,0
서울특별시,양천구,,신정7동제4투,512,888,37,1,8,0,1,0,2,1,0,0
서울특별시,양천구,,신정7동제5투,565,659,31,2,24,0,0,3,4,1,1,1
서울특별시,양천구,,신정7동제6투,574,640,30,1,17,0,0,1,7,0,0,0
서울특별시,양천구,,신정7동제7투,528,923,46,1,4,0,0,0,3,0,1,0
서울특별시,양천구,,신정7동제8투,440,750,34,0,6,0,0,0,0,0,0,0
서울특별시,강서구,,관내사전투표,5096,3912,248,6,20,1,1,0,4,3,2,0
서울특별시,강서구,,염창동제1투,817,1092,82,2,11,0,1,1,0,2,1,1
서울특별시,강서구,,염창동제2투,759,1120,64,0,8,1,0,1,2,0,0,1
서울특별시,강서구,,염창동제3투,837,979,60,0,8,0,0,0,0,1,0,1
서울특별시,강서구,,염창동제4투,689,770,50,0,6,0,0,0,0,2,0,0
서울특별시,강서구,,염창동제5투,544,644,33,0,9,0,0,0,2,1,0,0
서울특별시,강서구,,염창동제6투,944,1064,68,1,10,2,0,1,5,3,0,1
서울특별시,강서구,,염창동제7투,701,913,44,0,7,0,0,0,1,1,0,0
서울특별시,강서구,,염창동제8투,878,1138,87,2,7,0,0,0,2,1,0,0
서울특별시,강서구,,관내사전투표,3342,2638,213,3,13,0,0,3,0,4,2,2
서울특별시,강서구,,등촌제1동제1투,951,1080,90,2,10,0,1,0,1,1,0,0
서울특별시,강서구,,등촌제1동제2투,748,1216,58,1,19,0,1,0,1,1,0,1
서울특별시,강서구,,등촌제1동제3투,1064,1156,97,0,18,2,0,0,0,1,0,2
서울특별시,강서구,,등촌제1동제4투,761,894,76,2,11,2,1,0,0,3,0,1
서울특별시,강서구,,관내사전투표,2913,2450,130,2,17,4,1,1,2,5,1,1
서울특별시,강서구,,등촌제2동제1투,612,668,49,2,5,0,0,0,4,1,0,0
서울특별시,강서구,,등촌제2동제2투,707,912,61,0,15,0,1,0,0,2,0,0
서울특별시,강서구,,등촌제2동제3투,634,823,43,2,10,0,0,0,5,1,0,1
서울특별시,강서구,,등촌제2동제4투,641,1330,52,1,3,0,0,1,4,2,0,0
서울특별시,강서구,,관내사전투표,4246,3187,168,4,24,1,0,1,2,7,1,2
서울특별시,강서구,,등촌제3동제1투,646,687,32,1,11,0,0,1,2,1,1,1
서울특별시,강서구,,등촌제3동제2투,827,1093,91,3,8,0,0,0,1,2,0,0
서울특별시,강서구,,등촌제3동제3투,743,1068,61,0,5,0,1,2,3,3,0,1
서울특별시,강서구,,등촌제3동제4투,420,504,26,0,12,0,0,0,5,0,1,1
서울특별시,강서구,,등촌제3동제5투,468,534,28,1,8,0,1,0,3,4,0,0
서울특별시,강서구,,등촌제3동제6투,501,647,36,2,12,1,0,1,4,1,0,1
서울특별시,강서구,,등촌제3동제7투,583,809,39,1,6,0,0,1,2,0,0,0
서울특별시,강서구,,등촌제3동제8투,475,535,22,2,8,0,1,0,4,1,2,2
서울특별시,강서구,,등촌제3동제9투,473,665,53,0,7,0,0,0,0,1,0,0
서울특별시,강서구,,관내사전투표,4059,2539,184,3,29,6,1,2,1,13,3,0
서울특별시,강서구,,화곡본동제1투,825,694,50,0,24,0,0,1,2,0,0,2
서울특별시,강서구,,화곡본동제2투,886,773,67,1,20,0,0,2,2,6,1,0
서울특별시,강서구,,화곡본동제3투,890,842,53,1,24,0,1,1,4,8,0,0
서울특별시,강서구,,화곡본동제4투,894,825,59,1,16,0,0,0,2,3,1,1
서울특별시,강서구,,화곡본동제5투,879,724,61,4,30,2,0,0,2,0,0,0
서울특별시,강서구,,화곡본동제6투,962,817,67,2,20,1,1,3,0,3,0,0
서울특별시,강서구,,관내사전투표,4698,3161,181,5,40,2,2,0,3,6,5,0
서울특별시,강서구,,화곡제1동제1투,962,931,76,1,15,2,0,2,3,0,0,0
서울특별시,강서구,,화곡제1동제2투,927,881,76,0,25,2,1,0,4,2,0,0
서울특별시,강서구,,화곡제1동제3투,971,1004,62,5,16,0,0,0,2,1,0,1
서울특별시,강서구,,화곡제1동제4투,932,952,55,3,27,1,0,0,2,3,2,1
서울특별시,강서구,,화곡제1동제5투,719,733,55,0,12,0,0,0,0,1,0,0
서울특별시,강서구,,화곡제1동제6투,734,618,48,2,10,1,0,0,0,2,0,1
서울특별시,강서구,,화곡제1동제7투,941,710,47,1,18,1,0,2,2,1,0,0
서울특별시,강서구,,화곡제1동제8투,948,875,52,1,26,0,0,1,4,1,1,4
서울특별시,강서구,,화곡제1동제9투,843,841,50,3,12,1,1,1,1,0,1,1
서울특별시,강서구,,화곡제1동제10투,909,924,52,1,16,0,2,0,1,1,2,0
서울특별시,강서구,,관내사전투표,2846,1838,118,1,25,1,0,0,3,4,2,0
서울특별시,강서구,,화곡제2동제1투,425,437,25,1,13,0,0,0,1,4,0,0
서울특별시,강서구,,화곡제2동제2투,569,553,25,1,14,0,1,1,3,1,0,1
서울특별시,강서구,,화곡제2동제3투,826,673,74,3,9,2,1,1,1,0,2,0
서울특별시,강서구,,화곡제2동제4투,727,648,49,2,24,0,0,0,1,1,1,0
서울특별시,강서구,,관내사전투표,3806,2808,188,3,33,0,2,0,2,4,0,0
서울특별시,강서구,,화곡제3동제1투,630,675,51,0,12,0,0,2,1,3,0,0
서울특별시,강서구,,화곡제3동제2투,630,757,44,0,14,0,0,0,1,0,0,3
서울특별시,강서구,,화곡제3동제3투,831,994,67,0,17,0,0,0,1,1,0,1
서울특별시,강서구,,화곡제3동제4투,667,1381,46,1,5,1,1,0,1,0,1,0
서울특별시,강서구,,화곡제3동제5투,720,1036,46,2,8,0,1,0,1,0,1,1
서울특별시,강서구,,관내사전투표,3456,2415,147,4,30,1,0,1,1,5,2,2
서울특별시,강서구,,화곡제4동제1투,533,602,32,1,5,0,0,1,5,0,1,1
서울특별시,강서구,,화곡제4동제2투,513,569,33,1,11,0,0,0,0,0,0,0
서울특별시,강서구,,화곡제4동제3투,540,622,43,2,17,0,0,0,3,0,1,0
서울특별시,강서구,,화곡제4동제4투,492,536,38,1,15,0,0,0,0,0,0,0
서울특별시,강서구,,화곡제4동제5투,705,713,44,0,24,0,0,1,1,0,1,0
서울특별시,강서구,,관내사전투표,4184,3069,217,3,39,2,2,0,1,9,0,3
서울특별시,강서구,,화곡제6동제1투,870,961,88,0,16,0,0,0,5,2,0,1
서울특별시,강서구,,화곡제6동제2투,601,710,30,3,18,0,0,0,5,0,0,2
서울특별시,강서구,,화곡제6동제3투,592,746,36,1,10,0,0,0,2,0,0,0
서울특별시,강서구,,화곡제6동제4투,912,1133,73,2,24,0,1,2,4,1,0,0
서울특별시,강서구,,화곡제6동제5투,508,1177,46,0,4,0,0,0,0,0,0,0
서울특별시,강서구,,관내사전투표,4553,2738,171,10,43,3,0,1,9,4,4,4
서울특별시,강서구,,화곡제8동제1투,743,702,50,2,19,2,1,0,0,1,0,1
서울특별시,강서구,,화곡제8동제2투,707,689,45,2,18,1,0,0,1,0,0,1
서울특별시,강서구,,화곡제8동제3투,741,725,51,0,16,1,1,0,2,2,1,2
서울특별시,강서구,,화곡제8동제4투,778,638,55,2,17,1,0,0,1,0,0,1
서울특별시,강서구,,화곡제8동제5투,840,769,37,4,20,1,0,2,0,3,2,1
서울특별시,강서구,,관내사전투표,3722,3329,153,4,19,0,1,1,2,5,0,2
서울특별시,강서구,,우장산동제1투,791,880,59,0,13,0,0,0,3,3,0,1
서울특별시,강서구,,우장산동제2투,700,708,47,2,10,0,0,0,2,1,0,1
서울특별시,강서구,,우장산동제3투,565,780,52,1,13,0,0,0,3,0,1,0
서울특별시,강서구,,우장산동제4투,712,1002,52,0,6,1,1,1,3,0,0,0
서울특별시,강서구,,우장산동제5투,1054,1059,63,3,10,0,0,0,2,2,1,2
서울특별시,강서구,,우장산동제6투,868,1304,68,0,12,0,1,0,1,0,2,1
서울특별시,강서구,,우장산동제7투,913,1063,52,1,4,0,0,0,2,1,1,1
서울특별시,강서구,,우장산동제8투,773,1423,60,1,4,0,0,1,4,0,1,0
서울특별시,강서구,,관내사전투표,3068,2725,170,8,19,0,0,2,0,4,1,2
서울특별시,강서구,,가양제1동제1투,669,876,59,2,8,0,0,0,1,1,0,0
서울특별시,강서구,,가양제1동제2투,417,521,23,0,5,0,0,0,1,1,0,0
서울특별시,강서구,,가양제1동제3투,368,774,35,0,8,0,1,1,0,0,0,0
서울특별시,강서구,,가양제1동제4투,383,499,36,0,7,0,0,0,1,2,0,0
서울특별시,강서구,,가양제1동제5투,349,591,25,1,5,0,0,0,0,0,0,1
서울특별시,강서구,,가양제1동제6투,499,785,46,1,6,0,0,0,0,0,0,0
서울특별시,강서구,,가양제1동제7투,936,1063,71,1,14,0,0,0,2,0,0,1
서울특별시,강서구,,가양제1동제8투,670,740,72,1,7,0,0,0,2,0,0,0
서울특별시,강서구,,가양제1동제9투,699,757,72,0,5,0,0,0,0,1,0,1
서울특별시,강서구,,관내사전투표,2351,2196,125,1,17,1,0,1,0,4,2,1
서울특별시,강서구,,가양제2동제1투,218,620,16,0,2,0,0,1,1,0,1,0
서울특별시,강서구,,가양제2동제2투,506,657,56,0,8,0,0,0,1,2,0,1
서울특별시,강서구,,가양제2동제3투,458,500,34,0,19,0,1,1,3,0,0,2
서울특별시,강서구,,가양제2동제4투,380,456,16,0,5,0,0,1,0,1,0,0
서울특별시,강서구,,가양제2동제5투,612,769,43,0,13,0,2,2,1,0,0,0
서울특별시,강서구,,관내사전투표,2690,2134,107,2,20,0,1,0,1,3,0,0
서울특별시,강서구,,가양제3동제1투,557,676,20,1,6,1,0,0,4,0,0,0
서울특별시,강서구,,가양제3동제2투,387,616,31,1,9,1,0,0,0,0,0,0
서울특별시,강서구,,가양제3동제3투,524,618,39,1,5,0,1,0,1,1,0,0
서울특별시,강서구,,가양제3동제4투,312,385,15,0,8,2,0,1,3,4,1,0
서울특별시,강서구,,가양제3동제5투,457,692,42,1,4,0,0,0,1,1,0,0
서울특별시,강서구,,관내사전투표,5525,3561,222,7,36,1,1,0,2,9,1,1
서울특별시,강서구,,발산제1동제1투,706,688,53,5,8,1,0,2,4,0,1,1
서울특별시,강서구,,발산제1동제2투,561,547,50,2,9,1,0,1,3,0,0,0
서울특별시,강서구,,발산제1동제3투,703,782,54,1,10,1,1,4,3,1,0,0
서울특별시,강서구,,발산제1동제4투,873,973,54,0,12,1,0,3,3,3,0,0
서울특별시,강서구,,발산제1동제5투,935,1011,41,1,2,0,0,1,3,2,1,1
서울특별시,강서구,,발산제1동제6투,1044,921,66,2,13,0,0,1,0,0,0,2
서울특별시,강서구,,발산제1동제7투,961,759,40,0,8,0,0,0,1,1,0,2
서울특별시,강서구,,발산제1동제8투,817,688,42,0,9,2,2,1,0,2,0,0
서울특별시,강서구,,관내사전투표,2873,2139,107,0,38,1,0,2,1,5,0,2
서울특별시,강서구,,공항동제1투,1197,1374,61,0,16,0,0,0,6,0,0,0
서울특별시,강서구,,공항동제2투,605,795,38,2,17,1,2,0,1,2,0,1
서울특별시,강서구,,공항동제3투,465,541,25,2,16,1,0,0,6,1,0,0
서울특별시,강서구,,공항동제4투,585,599,37,0,19,0,0,0,1,2,0,0
서울특별시,강서구,,공항동제5투,563,616,31,0,12,0,0,0,1,0,0,0
서울특별시,강서구,,공항동제6투,1428,1370,77,0,16,2,2,0,0,1,1,1
서울특별시,강서구,,관내사전투표,5686,4341,199,1,41,1,0,0,3,7,0,2
서울특별시,강서구,,방화제1동제1투,672,746,45,1,13,1,0,0,1,1,0,0
서울특별시,강서구,,방화제1동제2투,555,821,49,2,7,0,0,0,0,1,0,0
서울특별시,강서구,,방화제1동제3투,559,705,40,1,16,0,0,1,4,2,1,1
서울특별시,강서구,,방화제1동제4투,327,482,15,1,22,0,0,0,1,0,1,0
서울특별시,강서구,,방화제1동제5투,637,805,44,1,7,1,0,1,2,2,0,0
서울특별시,강서구,,방화제1동제6투,670,978,59,3,9,0,0,0,1,3,0,0
서울특별시,강서구,,방화제1동제7투,559,669,45,0,10,0,0,0,2,0,0,1
서울특별시,강서구,,방화제1동제8투,772,904,46,0,3,0,1,0,1,1,1,1
서울특별시,강서구,,방화제1동제9투,929,801,60,3,11,2,0,2,1,1,0,0
서울특별시,강서구,,방화제1동제10투,1037,1350,75,1,7,1,0,0,0,4,0,1
서울특별시,강서구,,관내사전투표,2653,2144,110,1,19,0,0,2,2,8,0,1
서울특별시,강서구,,방화제2동제1투,573,773,48,1,15,0,0,0,0,0,0,0
서울특별시,강서구,,방화제2동제2투,491,594,45,0,8,0,0,1,2,0,0,1
서울특별시,강서구,,방화제2동제3투,678,799,50,2,10,0,0,0,5,1,0,1
서울특별시,강서구,,방화제2동제4투,763,901,56,0,12,2,0,0,5,1,0,2
서울특별시,강서구,,방화제2동제5투,507,563,22,0,10,1,0,1,1,2,2,1
서울특별시,강서구,,방화제2동제6투,243,485,18,0,4,0,0,1,0,0,0,0
서울특별시,강서구,,방화제2동제7투,431,558,23,0,14,0,1,1,3,0,1,0
서울특별시,강서구,,관내사전투표,3817,3114,133,5,23,5,2,2,1,5,2,0
서울특별시,강서구,,방화제3동제1투,642,715,56,0,10,0,0,0,1,0,0,0
서울특별시,강서구,,방화제3동제2투,448,506,40,0,7,0,0,0,2,0,0,1
서울특별시,강서구,,방화제3동제3투,492,465,13,0,9,0,0,1,4,1,0,1
서울특별시,강서구,,방화제3동제4투,549,859,40,0,9,0,0,1,0,1,0,0
서울특별시,강서구,,방화제3동제5투,413,735,34,0,5,0,0,0,1,0,0,1
서울특별시,강서구,,방화제3동제6투,423,531,22,0,13,1,0,1,3,2,0,0
서울특별시,강서구,,방화제3동제7투,478,698,40,1,7,0,0,0,1,0,0,1
서울특별시,구로구,,관내사전투표,3946,3535,174,3,19,0,3,0,2,2,2,4
서울특별시,구로구,,신도림동제1투,663,986,62,1,13,0,0,0,0,0,0,0
서울특별시,구로구,,신도림동제2투,703,1048,50,1,2,0,0,0,1,0,1,3
서울특별시,구로구,,신도림동제3투,603,796,47,1,8,1,0,0,1,0,2,0
서울특별시,구로구,,신도림동제4투,583,830,50,0,6,2,0,0,2,1,0,1
서울특별시,구로구,,신도림동제5투,827,1031,70,0,8,0,0,0,1,2,0,0
서울특별시,구로구,,신도림동제6투,748,1041,64,1,7,1,0,1,2,3,0,0
서울특별시,구로구,,신도림동제7투,679,1276,47,0,4,0,0,2,1,0,1,0
서울특별시,구로구,,신도림동제8투,638,1240,49,3,4,3,1,2,5,0,0,0
서울특별시,구로구,,관내사전투표,3517,2455,148,2,17,0,0,1,1,4,2,0
서울특별시,구로구,,구로제1동제1투,550,704,31,1,8,0,0,0,4,0,0,3
서울특별시,구로구,,구로제1동제2투,518,689,47,0,3,1,0,1,1,3,0,0
서울특별시,구로구,,구로제1동제3투,477,690,36,1,7,0,0,0,0,1,0,0
서울특별시,구로구,,구로제1동제4투,526,686,40,2,12,0,1,0,0,0,1,0
서울특별시,구로구,,구로제1동제5투,708,785,56,0,11,0,0,0,1,0,0,2
서울특별시,구로구,,관내사전투표,2855,1871,81,2,16,1,1,3,0,12,1,1
서울특별시,구로구,,구로제2동제1투,372,346,16,0,13,0,0,0,0,0,0,1
